,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Topbp1,0.020146795,-0.802226336,0.273,0.348,1
Med1,0.020149307,-0.497028424,0.476,0.555,1
Lncpint,0.020191459,-0.269584326,0.77,0.884,1
Kbtbd2,0.020290335,-0.356225249,0.781,0.799,1
Wac,0.020324596,-0.28029432,0.936,0.945,1
Sdr42e1,0.020332672,1.192632892,0.091,0.03,1
Gm14418,0.020407211,-0.512651663,0.535,0.622,1
Rps23,0.02045225,0.103933328,1,0.976,1
Rfx7,0.020454029,-0.64671379,0.471,0.512,1
Rtn2,0.020472066,0.291894479,0.845,0.768,1
Nwd2,0.020481782,0.950327322,0.348,0.226,1
Stard9,0.020488563,-0.875191773,0.128,0.22,1
Txnl4a,0.020518288,0.209374771,0.941,0.921,1
Nell2,0.020538278,1.2248825,0.08,0.024,1
2810001G20Rik,0.020554471,-0.422289884,0.497,0.567,1
Fzr1,0.020613937,-0.463161142,0.583,0.689,1
Mospd1,0.020665549,-0.392483029,0.61,0.713,1
Gpr150,0.020665687,-0.588898132,0.155,0.25,1
Dpp8,0.020686638,-0.298832836,0.631,0.72,1
Itpr3,0.020732573,1.440252921,0.134,0.061,1
Dzank1,0.020733112,-0.491295141,0.604,0.646,1
Syne1,0.020735118,-0.339593371,0.786,0.811,1
Pfn2,0.020740597,-0.125099535,0.984,1,1
Rimbp2,0.02080536,-0.948404806,0.091,0.171,1
Tshz3,0.020811764,-0.312797547,0.845,0.854,1
Lrp4,0.020813773,0.970875052,0.102,0.037,1
Ifrd2,0.020813773,0.924474081,0.102,0.037,1
Cacul1,0.020830772,-0.306357767,0.824,0.848,1
Pcolce2,0.020861113,-0.771404101,0.417,0.488,1
Tcf12,0.020866875,-0.292056543,0.893,0.927,1
Snapin,0.020894184,-0.288550052,0.84,0.872,1
Mpp7,0.020894928,0.518065589,0.556,0.421,1
Ccrl2,0.020940936,-1.302965468,0.021,0.073,1
2810454H06Rik,0.020973552,-1.028759649,0.032,0.091,1
Zbtb7c,0.020987261,0.223364467,0.872,0.823,1
Rarres1,0.020998275,1.577835615,0.032,0,1
Gm37041,0.020998275,1.010132277,0.032,0,1
Galns,0.020998275,1.209010454,0.032,0,1
Nts,0.020998275,2.200242166,0.032,0,1
Gm47143,0.020998275,1.334423979,0.032,0,1
Slc16a13,0.020998275,1.504203897,0.032,0,1
Wfdc18,0.020998275,1.040626886,0.032,0,1
Elobl,0.020998275,1.478711597,0.032,0,1
Hsd17b1,0.020998275,1.215467764,0.032,0,1
Kcnk16,0.020998275,1.518787045,0.032,0,1
Tmem253,0.020998275,1.078391631,0.032,0,1
7530414M10Rik,0.020998275,1.231896268,0.032,0,1
Kcnh3,0.020998275,1.204329375,0.032,0,1
C030004G16Rik,0.020998275,1.281394925,0.032,0,1
Cptp,0.021029397,0.449076836,0.519,0.39,1
Sap18,0.021072167,0.354868795,0.85,0.75,1
Ankib1,0.021097079,-0.455807113,0.717,0.78,1
Pcbd2,0.021126927,0.159009839,0.941,0.915,1
Cyba,0.021128699,1.32140689,0.059,0.012,1
Fam184b,0.021132364,-0.444154777,0.08,0.024,1
Gm26724,0.021142266,-2.163582999,0.043,0.104,1
Lamtor2,0.021149694,0.173510274,0.979,0.982,1
Aplf,0.021161313,1.097331702,0.091,0.03,1
Tspyl4,0.021171027,-0.206232044,0.947,0.951,1
Scara3,0.021184856,-1.736477186,0.027,0.079,1
Rtp4,0.02121661,-0.494312068,0.241,0.329,1
Cntn5,0.021228042,-0.251117224,0.813,0.866,1
Nav3,0.021287619,-0.464249823,0.898,0.896,1
Xrn2,0.021297992,0.238140225,0.61,0.47,1
Hspb6,0.021302243,1.001131636,0.091,0.03,1
Pitpnm3,0.021316281,-0.846181685,0.134,0.226,1
Adipor1,0.021321745,-0.227354725,0.947,0.963,1
Lgals9,0.021341637,-0.263869013,0.93,0.945,1
Cks2,0.021359115,0.173290748,0.235,0.128,1
A430027H14Rik,0.021380162,-0.821565051,0.102,0.189,1
Arf2,0.021381616,0.729365006,0.326,0.207,1
Uhrf1bp1,0.02138177,0.518490714,0.251,0.146,1
Pmm2,0.021407777,0.810053015,0.299,0.189,1
Gm10037,0.021423294,-0.617249957,0.171,0.262,1
Plxnb2,0.021425308,0.594848851,0.283,0.171,1
Enpp1,0.02143147,-0.414377286,0.021,0.073,1
9530080O11Rik,0.021434982,0.828901037,0.08,0.024,1
Ttc3,0.021445545,-0.163627269,0.968,0.976,1
Atxn2,0.021470077,-0.211838238,0.936,0.896,1
Atrnl1,0.021492891,-0.180403986,0.93,0.951,1
Larp4b,0.021504845,-0.178329644,0.973,0.963,1
Utrn,0.021531361,0.21591164,0.807,0.695,1
Ctcflos,0.021541,-1.21317621,0.059,0.128,1
Jmjd7,0.021624382,0.198095425,0.214,0.116,1
Wdr12,0.021628067,0.39627818,0.711,0.561,1
Dsg2,0.021675345,0.564111635,0.059,0.012,1
Gmip,0.021745689,-0.344547827,0.118,0.195,1
Zfp959,0.021757247,-1.262843873,0.037,0.098,1
Gm44658,0.021764024,1.122087253,0.07,0.018,1
Ndufa2,0.021777737,0.103427781,0.995,0.994,1
Tnfrsf11a,0.021799508,0.65248578,0.139,0.061,1
G930009F23Rik,0.021860276,1.093450394,0.059,0.012,1
Srrm3,0.021890171,-0.414517472,0.684,0.713,1
Mrps18a,0.021890202,0.205845153,0.957,0.939,1
Gtpbp2,0.021924316,-0.50306669,0.38,0.451,1
Fus,0.02193547,-0.198103484,0.909,0.902,1
Rela,0.021965165,0.592027111,0.503,0.366,1
Myl12a,0.021987415,0.483751898,0.727,0.622,1
Cops5,0.022004027,0.277327899,0.872,0.854,1
Plaur,0.022046578,0.67185868,0.059,0.012,1
Flywch1,0.022050844,-0.126848403,0.989,0.963,1
Rcl1,0.02211338,0.682228115,0.326,0.22,1
Hikeshi,0.022165887,0.269247538,0.914,0.793,1
Mbl2,0.022227556,1.056118327,0.134,0.061,1
4930444P10Rik,0.02223426,1.069867336,0.059,0.012,1
Lvrn,0.022244194,0.761888712,0.144,0.067,1
Wasf3,0.022303586,-0.306938513,0.743,0.78,1
Prkca,0.02235425,-0.570596075,0.69,0.774,1
Sesn3,0.022393975,-0.406428459,0.348,0.451,1
Zbtb9,0.022426611,-0.777187281,0.118,0.201,1
Cnot9,0.022520093,0.380968731,0.428,0.305,1
Sv2a,0.022539539,-0.223657561,0.947,0.963,1
Ring1,0.022610281,-0.395601424,0.38,0.476,1
Ltbp3,0.022646488,0.191543372,0.422,0.274,1
2900079G21Rik,0.022711611,0.436445918,0.727,0.567,1
1700001L05Rik,0.022822204,-0.909935787,0.118,0.201,1
Zfp292,0.022823582,-0.463483365,0.663,0.72,1
Morn2,0.022921755,0.339941265,0.674,0.579,1
Gm11273,0.022972746,0.837087312,0.128,0.055,1
Hspg2,0.022999301,0.790549197,0.182,0.098,1
Acss1,0.023001953,0.493832586,0.16,0.079,1
Pip4p1,0.023039465,0.244737984,0.93,0.86,1
Prmt2,0.023040571,-0.210120917,0.952,0.945,1
Tmbim4,0.023041937,0.305421801,0.866,0.793,1
Fam45a,0.023058671,-0.377857939,0.727,0.756,1
Ptprf,0.023074791,0.142819936,0.936,0.896,1
Mt1,0.023088695,0.164379173,0.952,0.902,1
Grk6,0.023098798,0.413807986,0.722,0.622,1
Gm16712,0.023193654,0.995446162,0.059,0.012,1
Golgb1,0.023217865,-0.236418429,0.882,0.902,1
Riox1,0.023250798,0.767330142,0.176,0.091,1
Zbtb8os,0.02329336,0.419808848,0.722,0.61,1
Slc4a10,0.023340734,-0.483595674,0.07,0.14,1
Dpyd,0.023348297,-0.379989563,0.802,0.811,1
2210016F16Rik,0.023357387,0.534846944,0.481,0.354,1
Pebp1,0.023401769,0.159836827,0.995,0.982,1
Ttc21b,0.023414049,-0.778702609,0.171,0.262,1
Klhl2,0.023424411,-0.318139188,0.626,0.72,1
Arid4b,0.023442897,-0.238630744,0.701,0.817,1
Fam168a,0.023449326,-0.235928846,0.93,0.945,1
Smad9,0.023554117,-0.284960964,0.626,0.713,1
Dipk2a,0.023578974,-0.316374868,0.358,0.451,1
Prorsd1,0.023605297,0.364394273,0.444,0.28,1
Mef2a,0.023625566,-0.274786172,0.957,0.976,1
Apc,0.023625566,-0.184413222,0.957,0.976,1
3010001F23Rik,0.023656384,-0.95298122,0.16,0.244,1
Eif3l,0.023689495,0.240719702,0.754,0.695,1
Gm13889,0.023692844,0.172784866,0.979,0.982,1
Edil3,0.023823415,-0.204225987,0.984,0.976,1
Tecr,0.02385635,0.262341516,0.984,0.982,1
2610507B11Rik,0.023862997,0.347040256,0.898,0.787,1
Ino80,0.023863899,-0.31595727,0.46,0.591,1
Zfp738,0.023866951,-0.332131609,0.401,0.494,1
Nol11,0.023876802,0.407861657,0.508,0.384,1
Ndufab1,0.023922289,0.100717881,0.995,0.994,1
Adamtsl3,0.023949003,-0.695838733,0.481,0.524,1
Rnase4,0.023951801,0.480731085,0.578,0.451,1
Mcts2,0.023958467,0.340102904,0.615,0.457,1
Pdhb,0.02397246,-0.205451354,0.898,0.927,1
Bloc1s5,0.023979454,0.258438771,0.701,0.506,1
Arhgap5,0.023988933,-0.175701214,0.93,0.915,1
Gm21781,0.023994732,0.973485728,0.08,0.024,1
Gm15918,0.024037073,0.959167722,0.07,0.018,1
Pip5k1b,0.024043808,-0.290749527,0.877,0.921,1
Actn2,0.024055007,0.456072648,0.337,0.213,1
Map4k5,0.024107625,-0.397761306,0.626,0.671,1
Emc2,0.02411552,0.275733005,0.909,0.817,1
Mettl15,0.024116392,-1.080117137,0.128,0.207,1
Pwwp3b,0.024118878,0.714972155,0.203,0.11,1
Lhcgr,0.024161225,2.116721176,0.107,0.043,1
Ccdc66,0.024162583,-0.595339375,0.278,0.372,1
H3f3a,0.024213918,0.14482863,0.952,0.963,1
Hmgcr,0.024215848,0.170973493,0.979,0.945,1
Pccb,0.024229885,-0.405318674,0.556,0.616,1
Fam131b,0.024268943,-0.28683069,0.759,0.799,1
Synrg,0.024332516,-0.266498364,0.92,0.951,1
Creld2,0.024350762,0.748654728,0.118,0.049,1
Gpr119,0.024373725,0.770089029,0.16,0.079,1
Parn,0.024385554,-0.663001175,0.369,0.457,1
H2-K1,0.024393456,-0.302581208,0.898,0.915,1
Zfp74,0.024407494,0.452302234,0.433,0.323,1
Atn1,0.024408894,-0.385270627,0.754,0.787,1
Zc3h7a,0.024409533,-0.474790997,0.508,0.573,1
Mal,0.024469321,0.456664259,0.401,0.268,1
Wasf2,0.024487814,0.375390904,0.866,0.726,1
Afmid,0.024504497,0.378535228,0.316,0.195,1
Recql,0.024573184,-0.69422465,0.246,0.335,1
Dennd1a,0.024611752,-0.237948201,0.738,0.799,1
Pcdh11x,0.024612919,1.164305877,0.182,0.098,1
2510009E07Rik,0.024635505,-0.169163321,0.727,0.841,1
Cplx1,0.024822744,-0.188452305,0.979,0.982,1
Mme,0.024847218,0.912664474,0.08,0.024,1
Baiap2l1,0.024847218,1.096351287,0.08,0.024,1
Mrps12,0.02484752,0.201930603,0.952,0.945,1
Trappc8,0.024874645,-0.410881665,0.711,0.72,1
Kcnb1,0.024887521,-0.24106661,0.904,0.896,1
Zswim5,0.024928614,-1.49881123,0.091,0.165,1
Bambi,0.024941056,-0.37867197,0.54,0.622,1
Raly,0.024943778,0.203007915,0.952,0.927,1
Upf2,0.024953066,-0.240594494,0.567,0.646,1
Tmem218,0.024957283,0.474338022,0.374,0.25,1
Gtf2i,0.025054898,-0.137720125,0.909,0.927,1
B4galt7,0.025131449,-1.015520043,0.112,0.189,1
Xpa,0.025142042,0.653906779,0.551,0.427,1
Pls3,0.025198622,-0.268522982,0.995,0.982,1
Ext1,0.025305004,-0.327990392,0.717,0.774,1
Camsap2,0.025326524,-0.277067115,0.904,0.89,1
Zfp706,0.025334766,-0.214673924,0.968,0.976,1
Dpm3,0.025367486,-0.171231052,0.893,0.909,1
Immp1l,0.025402578,0.366648575,0.877,0.793,1
Drd2,0.025466751,-0.734761654,0.064,0.134,1
Tbk1,0.025499978,-0.185417207,0.695,0.738,1
Herc2,0.025503814,-0.201280205,0.957,0.957,1
Nfya,0.025548324,-0.73900357,0.134,0.22,1
Gabbr1,0.025574394,-0.142072568,0.957,0.963,1
Slc46a1,0.025639112,-0.758993373,0.091,0.171,1
Ppp6c,0.025652745,-0.223285168,0.845,0.86,1
Ripk1,0.025679607,-0.759433983,0.283,0.366,1
Slc1a5,0.025696374,0.564133052,0.23,0.134,1
Fam171b,0.025697792,-0.262403371,0.93,0.939,1
Foxn3,0.025752692,-0.179890898,0.984,0.97,1
Spast,0.025775232,-0.306776973,0.765,0.799,1
Ctnnd2,0.025893036,0.183401573,0.984,0.97,1
Zfr,0.025926141,-0.227263327,0.947,0.988,1
Meig1,0.025931435,0.708626559,0.198,0.11,1
Plekha2,0.025955099,0.376316958,0.524,0.378,1
Elfn1,0.025977329,0.609697943,0.257,0.152,1
Epb41l2,0.025980308,0.556433536,0.342,0.238,1
Rgl1,0.025984144,0.753065314,0.476,0.36,1
Rnpepl1,0.02598731,0.593728533,0.246,0.146,1
Atg3,0.026025139,-0.23671582,0.888,0.909,1
Zzef1,0.026044242,-0.394239217,0.722,0.744,1
Shisa4,0.026136944,0.354253864,0.818,0.726,1
Mta1,0.0261807,-0.518863783,0.663,0.726,1
Inppl1,0.026185395,-0.799592302,0.182,0.274,1
Alkbh3,0.026194689,0.408043294,0.508,0.378,1
Gstm7,0.026242397,0.458366166,0.316,0.201,1
Dpysl3,0.026247075,-0.114225824,0.979,0.982,1
Syt3,0.026254038,-0.876516465,0.134,0.213,1
Ewsr1,0.026272357,-0.231529658,0.754,0.811,1
Mis12,0.026274604,0.383833067,0.535,0.396,1
Hook2,0.026312672,0.621976044,0.16,0.079,1
Cryl1,0.026357354,0.424841669,0.385,0.256,1
Neo1,0.026435442,-0.247444056,0.866,0.872,1
Supv3l1,0.026529044,0.338561575,0.257,0.146,1
Limch1,0.026575439,0.307827127,0.39,0.268,1
Disp2,0.026589416,-0.145794063,0.947,0.933,1
Sidt2,0.026598985,0.334841405,0.545,0.409,1
Ccdc106,0.026658571,-0.786152968,0.187,0.274,1
Naxd,0.026670277,0.39242117,0.69,0.573,1
Ckb,0.02667681,-0.261876361,0.973,0.982,1
Pald1,0.026696984,-1.125141823,0.096,0.171,1
Gls,0.026713213,-0.145122824,0.984,0.976,1
Sco2,0.026732503,0.740263271,0.316,0.207,1
Ccdc90b,0.026804463,-0.531575579,0.428,0.494,1
Gm26708,0.026820384,-0.989535961,0.096,0.171,1
Cald1,0.02683099,0.427771986,0.422,0.293,1
Btc,0.02685319,-1.022935245,0.027,0.079,1
Cs,0.026883738,-0.213465002,0.904,0.927,1
Trim66,0.026896149,-0.553904647,0.278,0.39,1
Ndst1,0.026908802,0.369223928,0.834,0.78,1
Retreg1,0.026921067,-0.174112858,0.947,0.951,1
Slc16a1,0.02697734,-0.211895543,0.316,0.409,1
Mvb12b,0.027083072,-0.34119675,0.759,0.78,1
Ppp2r5e,0.027088657,-0.354682303,0.786,0.793,1
Rbl2,0.027115412,-0.723747565,0.348,0.445,1
Pts,0.027118385,-0.270204665,0.866,0.915,1
5033430I15Rik,0.027123286,-0.949240693,0.07,0.14,1
Amotl1,0.027158324,-0.380355746,0.439,0.549,1
Vti1b,0.027222481,0.15705004,0.973,0.976,1
Fpgs,0.027233111,0.494631393,0.417,0.293,1
Haghl,0.027340603,0.526638287,0.503,0.372,1
Vwa5b2,0.027354299,-0.729589023,0.203,0.293,1
Pip4k2b,0.027362346,-0.329359297,0.583,0.677,1
Selenoi,0.027363019,-0.627177655,0.561,0.616,1
Gm47204,0.027394511,-0.926802847,0.091,0.165,1
4930480K15Rik,0.02739939,-1.27026839,0.016,0.061,1
4930414N06Rik,0.027419441,-1.186455779,0.048,0.11,1
Mtmr6,0.02744182,-0.18573069,0.968,0.963,1
Elp5,0.027454625,0.212917302,0.936,0.872,1
Maged1,0.027555641,0.186736957,0.989,0.976,1
Ptpmt1,0.027600699,0.32941194,0.882,0.817,1
Mb21d2,0.027636642,-0.738099478,0.134,0.226,1
Pigt,0.027677227,-0.509654964,0.503,0.567,1
Mif4gd,0.027680567,0.420083951,0.305,0.189,1
Cdk4,0.027690314,0.39942657,0.578,0.445,1
Mterf1a,0.027708135,-0.950897307,0.043,0.104,1
Mak16,0.027799653,0.627852462,0.38,0.28,1
Spg20,0.027863986,-0.265062004,0.626,0.677,1
A930037H05Rik,0.02787582,-0.781367825,0.043,0.104,1
Alg10b,0.027888999,-0.426664698,0.647,0.677,1
Dok4,0.02791375,-0.737639955,0.61,0.64,1
Senp6,0.027917989,0.216513522,0.93,0.896,1
Snhg4,0.027941683,-0.46843536,0.749,0.774,1
Sash1,0.027990143,0.494936335,0.439,0.305,1
Crebbp,0.028027262,-0.349859809,0.84,0.872,1
Chac1,0.028081711,0.615450105,0.171,0.085,1
Ar,0.028190958,-0.48334772,0.508,0.585,1
Rgs9,0.028233534,0.340486095,0.84,0.811,1
Vcl,0.028252096,0.142239194,0.952,0.927,1
Ndufv2,0.028262827,0.126783115,0.963,0.951,1
Shld3,0.028354944,0.865628074,0.144,0.067,1
Abi1,0.028447309,-0.296803396,0.877,0.89,1
Decr1,0.02849248,0.393643272,0.476,0.354,1
Wdr45b,0.028497796,-0.206772305,0.856,0.878,1
Gm16759,0.028503765,-0.939227098,0.134,0.213,1
Acad8,0.028535598,-0.887963594,0.251,0.348,1
9530062K07Rik,0.028544797,-0.889189759,0.139,0.22,1
Gm15866,0.028638248,0.317813226,0.075,0.146,1
Tro,0.028667354,-0.233680516,0.824,0.872,1
Neu1,0.028702571,0.232881767,0.513,0.354,1
Chd9,0.028754113,-0.226080089,0.872,0.896,1
Mrpl11,0.028826493,0.190850448,0.93,0.89,1
Sulf2,0.028890913,0.841702282,0.182,0.098,1
Chchd6,0.028895938,0.175097686,0.92,0.86,1
Gm12576,0.028897459,-1.37702566,0.032,0.085,1
Sac3d1,0.028904812,0.338712186,0.647,0.482,1
Isg15,0.028919056,0.201693415,0.358,0.244,1
Chsy1,0.028968948,1.255955018,0.198,0.11,1
Nap1l3,0.029001199,-0.270315584,0.781,0.811,1
Rev1,0.029012387,-0.627459413,0.358,0.439,1
Dnpep,0.029058129,0.465082819,0.754,0.72,1
Specc1,0.029107858,0.879105346,0.16,0.085,1
Ccdc50,0.029134191,0.440161223,0.807,0.701,1
Trim25,0.029213968,0.182967134,0.813,0.701,1
Nek1,0.029215385,0.224131513,0.856,0.823,1
Slc9a6,0.029219867,-0.305524087,0.861,0.866,1
Bbx,0.029271117,-0.326847437,0.85,0.866,1
Paxbp1,0.029276203,-0.934791601,0.182,0.262,1
4833417C18Rik,0.029284633,-1.488889628,0.032,0.085,1
Nxnl2,0.029297586,-1.027104933,0.08,0.152,1
Nkain4,0.029332733,0.470894137,0.16,0.079,1
Myo1h,0.029405289,1.338825087,0.123,0.055,1
Ate1,0.029414089,-0.405559494,0.802,0.86,1
Snx30,0.029446144,-1.021337829,0.112,0.195,1
Trpc1,0.029519898,-0.590678216,0.487,0.524,1
Adamts10,0.029553854,-1.132146245,0.064,0.128,1
Rprd2,0.029573296,-0.377682096,0.572,0.598,1
Ankrd39,0.029658477,0.352913978,0.588,0.463,1
2610002M06Rik,0.029674564,-0.32191226,0.631,0.671,1
Scap,0.029678267,0.373001051,0.791,0.701,1
Rab3gap2,0.029749429,-0.310792386,0.807,0.78,1
Pikfyve,0.029761303,-0.544127774,0.561,0.598,1
Radil,0.029787555,-0.723856983,0.299,0.378,1
Hacd4,0.029788274,0.674135766,0.134,0.061,1
Xk,0.02979792,-0.490855659,0.471,0.549,1
Usp45,0.029806518,-0.484761574,0.668,0.762,1
Tfap4,0.029809404,-0.983212443,0.064,0.134,1
Utp20,0.029820609,0.614125657,0.294,0.183,1
Hif3a,0.029871497,1.114429072,0.043,0.006,1
Gm9968,0.029871497,1.198304572,0.043,0.006,1
Coa6,0.029899781,-0.297008648,0.722,0.762,1
Cntnap2,0.029901494,-0.202399032,1,0.988,1
Gspt1,0.029928707,0.433563848,0.775,0.744,1
Fmo5,0.029953063,-0.409980864,0.385,0.476,1
Eif4ebp1,0.029955466,0.449580383,0.588,0.47,1
Synpo,0.029979345,-0.695118394,0.241,0.335,1
Dedd2,0.029987884,0.685218947,0.342,0.244,1
Lrch3,0.029996607,-0.340138715,0.636,0.738,1
Ppef1,0.030064136,-0.154012784,0.642,0.689,1
Ppfia4,0.030097621,-0.395441759,0.572,0.671,1
Kbtbd3,0.030157822,-0.42692701,0.412,0.5,1
Pappa,0.030163295,1.675088451,0.043,0.006,1
Frem1,0.030163295,1.245475006,0.043,0.006,1
Podxl,0.030163295,1.590311955,0.043,0.006,1
Gm48882,0.030163295,1.141185836,0.043,0.006,1
Kcnj15,0.030163295,1.24576127,0.043,0.006,1
Gm11613,0.03017568,-0.903416813,0.134,0.213,1
Cfap69,0.030180289,-0.868974168,0.112,0.189,1
Rxrg,0.030181509,-0.438368615,0.214,0.311,1
Nedd4l,0.030217318,-0.240334261,0.963,0.963,1
Ndufb8,0.030261682,0.158375478,0.995,0.994,1
Tatdn3,0.030295817,0.488278197,0.439,0.317,1
Ppm1k,0.030322389,-0.559741774,0.332,0.415,1
Smarca5,0.030370389,-0.226257919,0.861,0.848,1
Rac3,0.030371228,0.269909405,0.92,0.909,1
Cdyl2,0.030427473,-0.675530951,0.225,0.311,1
Tfec,0.030457539,1.580638914,0.043,0.006,1
Met,0.030457539,1.254042385,0.043,0.006,1
Grpel2,0.030508952,0.437883976,0.422,0.311,1
Ubqln2,0.030532604,-0.373693473,0.802,0.817,1
Zmym3,0.030536315,-0.332732871,0.663,0.701,1
Tarbp2,0.030737989,0.448715455,0.471,0.36,1
Dbndd1,0.030785524,-0.601935695,0.406,0.463,1
