,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Ubxn7,0.221627718,-0.224462249,0.471,0.518,1
Crebl2,0.221786007,-0.267013001,0.658,0.634,1
Ly86,0.221822196,-0.611090718,0.043,0.073,1
Ireb2,0.221826204,-0.265384594,0.684,0.732,1
1010001B22Rik,0.221902386,0.183987023,0.032,0.012,1
Tirap,0.221940633,0.373793062,0.283,0.232,1
Dclre1a,0.221980954,0.343723376,0.112,0.073,1
Taf1b,0.222046987,-0.334483206,0.353,0.384,1
Gm20457,0.222049067,0.259067257,0.155,0.11,1
Pogz,0.222060983,-0.178956347,0.422,0.463,1
Dcc,0.222110878,-0.705893641,0.048,0.079,1
Zfp712,0.222122775,-1.476806667,0.07,0.104,1
Slc4a7,0.222169173,0.209099279,0.267,0.201,1
Pkig,0.222400756,0.124029687,0.92,0.921,1
Bbs4,0.222411001,-0.243327314,0.305,0.354,1
Inip,0.222521002,-0.323587273,0.348,0.402,1
Kifc3,0.222591178,0.510402699,0.096,0.061,1
1-Sep,0.222635814,-0.374486786,0.187,0.232,1
Dhx9,0.22270675,-0.124890492,0.781,0.841,1
Mrps23,0.222764622,0.289284148,0.807,0.756,1
Nos1,0.222905116,0.11299278,0.797,0.707,1
Fgf9,0.22290658,0.252594256,0.128,0.085,1
Nsl1,0.2229414,-0.708664764,0.016,0.037,1
Cenph,0.2229414,-0.820225084,0.016,0.037,1
Pithd1,0.222946953,-0.235023853,0.786,0.793,1
Dbpht2,0.223030105,0.174405129,0.123,0.079,1
Cuedc1,0.223037098,-0.20738951,0.62,0.659,1
Las1l,0.223078503,-0.113398349,0.439,0.482,1
1110019D14Rik,0.223157862,-0.588791026,0.225,0.256,1
Gm39302,0.223263126,-0.95550978,0.059,0.091,1
Fancb,0.223443395,-0.754255109,0.064,0.098,1
Slc11a1,0.223449503,0.316931688,0.032,0.012,1
Fbll1,0.223565968,-0.485075264,0.294,0.329,1
Tet2,0.223712223,-0.241788406,0.358,0.409,1
Sesn2,0.22381426,-0.604132427,0.043,0.073,1
Mepce,0.223888742,-0.177386331,0.497,0.549,1
Pomt1,0.223945229,-0.622262434,0.107,0.146,1
Txndc15,0.224126214,-0.178909607,0.674,0.726,1
Adnp2,0.224166455,0.16877464,0.364,0.293,1
Hebp1,0.224246413,0.254486933,0.299,0.226,1
Dhrs7b,0.224258967,0.260507546,0.385,0.317,1
Fam3c,0.224397794,-0.250695947,0.417,0.463,1
Smad3,0.224406814,-1.156079572,0.016,0.037,1
Ruvbl2,0.224919604,-0.107486946,0.214,0.274,1
Gm47270,0.225064429,-0.758655101,0.08,0.116,1
Mtmr14,0.225078822,-0.288827598,0.385,0.421,1
Cxcr4,0.225154826,-0.793966138,0.064,0.098,1
Invs,0.225295048,-0.54780772,0.182,0.226,1
Yipf5,0.225350892,0.240846442,0.642,0.579,1
Gm37864,0.225412696,0.572913925,0.021,0.006,1
Sorbs2os,0.225412696,0.646671986,0.021,0.006,1
Kcnip1,0.225412696,1.053358775,0.021,0.006,1
Ankdd1b,0.225412696,0.718980771,0.021,0.006,1
Pcdhb8,0.225412696,0.767599086,0.021,0.006,1
Gm15564,0.225472603,-0.858784381,0.257,0.299,1
Ajm1,0.225513672,-0.548739762,0.193,0.238,1
Prmt5,0.225605104,0.249859687,0.449,0.396,1
1110038F14Rik,0.225800464,0.317205686,0.706,0.671,1
Amigo2,0.225936301,-0.568659732,0.144,0.183,1
Gm29773,0.226014044,-1.345303855,0.064,0.098,1
Ccdc60,0.226049422,0.45376754,0.134,0.091,1
Acvr2b,0.226077214,0.283619741,0.246,0.177,1
Sertad1,0.226083392,0.222837586,0.353,0.274,1
Cenpl,0.226163622,-0.517595949,0.16,0.201,1
Acvr1b,0.226261768,-0.349646335,0.417,0.47,1
Gtpbp8,0.226304098,-0.272899381,0.556,0.543,1
Tm9sf4,0.22659749,-0.255478004,0.604,0.634,1
Drosha,0.226783685,-0.191529765,0.631,0.616,1
Nbr1,0.226811736,0.239245604,0.807,0.756,1
Gigyf1,0.226845099,-0.174424875,0.417,0.463,1
5730414N17Rik,0.2268756,-0.935046276,0.064,0.098,1
Sp3,0.226925841,-0.244998244,0.658,0.665,1
Lrfn3,0.226946186,-0.454490172,0.278,0.311,1
Cul5,0.227082729,0.10255379,0.797,0.787,1
Cyp39a1,0.227102359,0.612715714,0.102,0.067,1
Gm15545,0.227102359,-0.677610905,0.07,0.104,1
Zfp469,0.227102359,-0.627286338,0.07,0.104,1
Rnf149,0.22735635,0.340238343,0.369,0.293,1
1700016J18Rik,0.227358268,-0.74033212,0.016,0.037,1
A930009A15Rik,0.227358268,-0.819682429,0.016,0.037,1
Hlf,0.227358268,-0.766036065,0.016,0.037,1
Pde3a,0.227384487,1.973281544,0.021,0.006,1
Sigirr,0.227384487,0.751092225,0.021,0.006,1
Serpina10,0.227384487,0.506669836,0.021,0.006,1
Htr1f,0.227384487,0.643821054,0.021,0.006,1
Gm36001,0.227384487,0.555675427,0.021,0.006,1
Gm46658,0.227384487,0.994900238,0.021,0.006,1
Gm29594,0.227384487,0.55975967,0.021,0.006,1
Tmem185b,0.227392378,-0.458169992,0.144,0.189,1
Ahctf1,0.227405698,-0.354678107,0.412,0.421,1
Gm30893,0.227429214,-0.58978217,0.08,0.116,1
Thsd4,0.227482989,-0.504390805,0.171,0.213,1
Gm49769,0.227491067,0.480155195,0.155,0.11,1
Zfp82,0.227706887,0.161024332,0.091,0.055,1
Dubr,0.227720303,-0.251198496,0.781,0.793,1
2810410L24Rik,0.227739495,0.57262538,0.096,0.061,1
Scml4,0.227739495,-0.625354402,0.064,0.098,1
2510046G10Rik,0.227778673,-0.516235655,0.053,0.085,1
Cyp4f17,0.227836696,-0.600507125,0.043,0.073,1
Abca8b,0.227867525,0.22421236,0.706,0.652,1
Zfp639,0.22809353,0.147167553,0.775,0.707,1
Phldb2,0.22812231,0.120816003,0.15,0.104,1
Olfr655,0.228709075,-0.987734029,0.053,0.085,1
Trp53rka,0.228745058,0.408429885,0.219,0.165,1
Drg2,0.228811393,-0.422022475,0.316,0.354,1
Ttc30b,0.228834353,-1.134800846,0.048,0.079,1
Atp8b5,0.228834353,-0.64213504,0.048,0.079,1
Homez,0.228982547,-0.998396138,0.123,0.159,1
Aacs,0.22930243,-0.125611831,0.818,0.848,1
Vps53,0.229358083,-0.150487324,0.775,0.799,1
Npas2,0.229368541,1.072790977,0.021,0.006,1
Gm10851,0.229368541,0.503045133,0.021,0.006,1
Efna3,0.229368541,0.513925762,0.021,0.006,1
Gja5,0.229368541,0.446105709,0.021,0.006,1
Wdr63,0.229368541,0.447927534,0.021,0.006,1
Gm16023,0.229368541,0.844980283,0.021,0.006,1
Krtcap3,0.229368541,0.744080862,0.021,0.006,1
Gimap4,0.229368541,0.990456215,0.021,0.006,1
Lgals7,0.229368541,0.81598865,0.021,0.006,1
Thap8,0.229368541,0.533650528,0.021,0.006,1
Ccdc151,0.229368541,0.488099808,0.021,0.006,1
Galnt4,0.229368541,0.635207071,0.021,0.006,1
6430562O15Rik,0.229368541,0.476111965,0.021,0.006,1
D030051J21Rik,0.229368541,0.612990454,0.021,0.006,1
Cfap44,0.229368541,0.439987847,0.021,0.006,1
Gm4577,0.229368541,0.755850077,0.021,0.006,1
Gm15956,0.229368541,0.625272643,0.021,0.006,1
Pcdhga9,0.229368541,0.458340765,0.021,0.006,1
Ribc1,0.229368541,0.480969272,0.021,0.006,1
Pam16,0.229566203,0.138639732,0.963,0.939,1
Ap3s2,0.22962237,-0.112122828,0.807,0.78,1
Myrip,0.22964218,-0.97523462,0.053,0.085,1
Skida1,0.229734369,-0.613720139,0.096,0.134,1
Os9,0.229890454,0.28724605,0.615,0.518,1
Nr2f6,0.229949593,-0.199042242,0.551,0.561,1
Gm5535,0.230337289,-0.6157282,0.016,0.037,1
A930001M01Rik,0.230337289,-1.065665019,0.016,0.037,1
Ppwd1,0.230355049,0.32290837,0.214,0.159,1
Cry1,0.230356009,-0.492341452,0.257,0.287,1
Fam214a,0.230389404,-0.901079999,0.289,0.323,1
Tjap1,0.230423337,-0.707784338,0.16,0.201,1
Mgat4e,0.230706607,1.455489143,0.064,0.037,1
0610040B10Rik,0.230774484,-0.311229417,0.294,0.341,1
Gm14507,0.230802604,0.662663767,0.08,0.049,1
Asph,0.230844081,0.108871171,0.738,0.744,1
Nat8l,0.230911084,-0.262763833,0.775,0.793,1
Mfsd14b,0.23109731,-0.226040413,0.61,0.634,1
Actr5,0.231307007,-1.430600283,0.059,0.091,1
Ckap2l,0.231364884,0.547101235,0.021,0.006,1
Tekt2,0.231364884,0.536085875,0.021,0.006,1
Nppb,0.231364884,0.780986846,0.021,0.006,1
Cib4,0.231364884,0.697324348,0.021,0.006,1
Wbscr25,0.231364884,0.53165582,0.021,0.006,1
Gm44764,0.231364884,0.438376604,0.021,0.006,1
Omp,0.231364884,0.483761848,0.021,0.006,1
Slco2b1,0.231364884,0.810018495,0.021,0.006,1
Gm6729,0.231364884,0.348173159,0.021,0.006,1
Gm32828,0.231364884,0.380250225,0.021,0.006,1
Clec14a,0.231364884,0.984648439,0.021,0.006,1
Gm609,0.231364884,0.572312258,0.021,0.006,1
Wdr90,0.231364884,0.524011587,0.021,0.006,1
Slc25a2,0.231364884,0.567132847,0.021,0.006,1
Pcdhga8,0.231364884,1.303645588,0.021,0.006,1
Lrrc10b,0.231364884,0.351974887,0.021,0.006,1
Spindoc,0.231398279,0.221613908,0.332,0.378,1
Picalm,0.231448787,-0.149230684,0.898,0.86,1
Btbd8,0.231495389,0.105728839,0.663,0.604,1
Gm34299,0.231516509,-0.649070023,0.053,0.085,1
Bcl2l11,0.231760602,0.522306236,0.08,0.049,1
Pou4f3,0.231837162,-0.406893808,0.016,0.037,1
Gucy1a2,0.232153713,0.210758905,0.561,0.451,1
Gstcd,0.232200754,-0.547071346,0.112,0.152,1
BC030867,0.232213321,-0.527807738,0.059,0.091,1
Cep295,0.232261665,0.430809521,0.417,0.335,1
Plxna2,0.232374416,-0.61921166,0.385,0.433,1
Babam2,0.232401804,0.14303857,0.733,0.652,1
Isca1,0.232532179,-0.29629254,0.412,0.445,1
Edrf1,0.232681097,0.141477752,0.171,0.122,1
Spns1,0.232712016,-0.271188944,0.267,0.305,1
Alkbh8,0.232872971,-0.31773426,0.513,0.524,1
Ing4,0.233031179,-0.332273697,0.364,0.402,1
Rep15,0.233343957,-0.385539181,0.016,0.037,1
Gm47484,0.233343957,-0.598859957,0.016,0.037,1
Grm4,0.233343957,-0.555335028,0.016,0.037,1
Afap1l1,0.233343957,-0.594422504,0.016,0.037,1
4933400F21Rik,0.233373537,0.316527542,0.021,0.006,1
1700029I15Rik,0.233373537,0.426189803,0.021,0.006,1
Ehf,0.233373537,0.429472545,0.021,0.006,1
Gpat2,0.233373537,0.14077767,0.021,0.006,1
Gm16069,0.233373537,0.322820378,0.021,0.006,1
Gm45533,0.233373537,0.165851277,0.021,0.006,1
Arhgef16,0.233373537,0.4242085,0.021,0.006,1
Chrna9,0.233373537,0.318779591,0.021,0.006,1
Mgat4d,0.233373537,0.353704197,0.021,0.006,1
B430219N15Rik,0.233373537,0.433025622,0.021,0.006,1
Gm11630,0.233373537,-1.777539395,0.021,0.006,1
Wnk4,0.233373537,0.396138227,0.021,0.006,1
Gm48682,0.233373537,0.315439481,0.021,0.006,1
Pou6f2,0.233373537,0.368798435,0.021,0.006,1
Ccno,0.233373537,0.351490473,0.021,0.006,1
Gm28221,0.233373537,0.301858631,0.021,0.006,1
Gm15729,0.233373537,0.422540871,0.021,0.006,1
Gm16758,0.233373537,0.425705296,0.021,0.006,1
Gm41724,0.233373537,0.255302741,0.021,0.006,1
Gm9925,0.233373537,0.391014579,0.021,0.006,1
Xpnpep2,0.233373537,-0.580408138,0.021,0.006,1
Pfkp,0.233433664,-0.160318568,0.941,0.927,1
F3,0.233469894,0.455103073,0.128,0.085,1
Dnaaf2,0.233517887,0.279577439,0.193,0.14,1
Tasp1,0.233599026,0.119099474,0.61,0.506,1
Vps39,0.233692049,-0.219640692,0.422,0.463,1
Frmpd3,0.233797725,-0.503062806,0.134,0.177,1
Aagab,0.233821911,-0.338449034,0.273,0.317,1
Morn1,0.233852434,0.416206011,0.096,0.061,1
Prrxl1,0.233852434,-0.785464766,0.064,0.098,1
Alyref2,0.234025294,-0.388792517,0.139,0.183,1
Cnpy4,0.234127661,0.393492207,0.176,0.128,1
Htt,0.234194808,-0.156232773,0.797,0.866,1
Gm17102,0.23421246,-0.231032201,0.096,0.134,1
Odr4,0.234281243,0.16420025,0.85,0.793,1
Usp48,0.234309431,-0.203350776,0.668,0.671,1
Psmc1,0.234730992,-0.119425537,0.968,0.957,1
Nxt1,0.234767917,0.255515166,0.396,0.335,1
Gtpbp1,0.234837982,-0.39451471,0.278,0.317,1
Taf15,0.234897788,-0.361790728,0.439,0.451,1
Mapk7,0.234917751,0.250480246,0.283,0.226,1
Zfp454,0.234967921,-0.950120478,0.021,0.043,1
Hps6,0.235007441,-0.669166854,0.091,0.128,1
Rmdn1,0.235189592,0.162564577,0.519,0.439,1
Atr,0.235218001,-0.129049996,0.182,0.226,1
Man1c1,0.235391886,-0.139329331,0.722,0.726,1
Rtca,0.235393005,0.142214292,0.786,0.75,1
Rpa1,0.235403335,-0.315809438,0.364,0.402,1
Tyw3,0.235521057,0.180904536,0.241,0.183,1
2610008E11Rik,0.235585322,-0.572098359,0.209,0.25,1
Arl10,0.235778896,0.134504483,0.128,0.085,1
Sbsn,0.23598244,0.100242464,0.428,0.354,1
Nfatc1,0.236311158,0.686117128,0.048,0.024,1
Rbm28,0.236340159,-0.345173221,0.604,0.61,1
Bid,0.236433302,-0.263921877,0.449,0.463,1
2900052N01Rik,0.236443837,0.828770643,0.123,0.085,1
Mtmr12,0.236448759,0.250355922,0.374,0.293,1
B3galt6,0.236459013,-0.759252478,0.219,0.274,1
Smc1a,0.236497953,0.252802181,0.754,0.683,1
Slc12a4,0.236592942,0.615583004,0.08,0.049,1
Mphosph9,0.236642601,-0.299554109,0.358,0.39,1
Edem2,0.236664991,0.446631409,0.326,0.256,1
Tlx3,0.236803571,-0.144277471,0.963,0.945,1
Hars,0.23693141,-0.154810878,0.807,0.835,1
Zfp1,0.237153562,-0.347259548,0.299,0.341,1
Kctd9,0.237365639,-0.312852085,0.626,0.622,1
Nit1,0.237373313,-0.455784316,0.449,0.476,1
Zfp65,0.237389251,-0.426805604,0.128,0.171,1
Dcxr,0.237529846,0.387027914,0.139,0.098,1
Ociad2,0.237529846,-0.397333213,0.102,0.14,1
Wnt5b,0.237588819,1.140441698,0.048,0.024,1
Gm32815,0.237588819,0.636467416,0.048,0.024,1
Jpx,0.237651023,-0.996612637,0.203,0.238,1
Pdcd2,0.237704941,0.172454094,0.321,0.262,1
Zdhhc14,0.237711232,-0.258104857,0.476,0.482,1
Gm28410,0.237732881,-0.990687356,0.021,0.043,1
Tmem214,0.237855511,-0.255334519,0.396,0.433,1
Josd1,0.23792495,-0.271257245,0.61,0.634,1
Pdss2,0.238003591,0.33009926,0.412,0.323,1
Ubn1,0.238133068,0.27652054,0.69,0.646,1
Ephx4,0.238437178,0.35907768,0.241,0.183,1
Rtl5,0.238481065,-0.499893332,0.123,0.165,1
Adam23,0.238866166,-0.233886886,0.781,0.817,1
Tbc1d7,0.239064316,0.138216443,0.594,0.518,1
Bcat1,0.239113173,0.289500766,0.203,0.152,1
Snapc2,0.239127635,0.215552131,0.412,0.335,1
Bbs10,0.239183915,-0.573960002,0.064,0.098,1
Kmt5c,0.23926669,-0.770252027,0.144,0.177,1
N4bp2l2,0.239295703,-0.385217732,0.711,0.695,1
Uhmk1,0.239338364,-0.10519121,0.973,0.976,1
Bmf,0.239405851,0.55280252,0.064,0.037,1
Crim1,0.239405851,0.591048689,0.064,0.037,1
Vps25,0.239526314,0.596243103,0.08,0.049,1
Pml,0.239634542,-0.415989624,0.225,0.256,1
Rchy1,0.239654394,-0.146786039,0.754,0.726,1
Trim33,0.239688628,-0.111409312,0.567,0.561,1
Zbtb21,0.239799719,0.37623932,0.262,0.207,1
Brd4,0.239964065,-0.103066025,0.877,0.878,1
Bod1,0.240008429,0.11555517,0.877,0.817,1
Gm10941,0.240080765,-0.621262797,0.064,0.098,1
Frat1,0.240287908,-0.245967749,0.225,0.262,1
Parp2,0.240318005,0.376365235,0.374,0.317,1
Rfc5,0.240333426,0.680540406,0.118,0.079,1
Trnau1ap,0.240372863,0.405487304,0.524,0.47,1
4930578M01Rik,0.240493346,-0.379743377,0.497,0.518,1
Fbxo30,0.240617721,0.160235445,0.626,0.561,1
Bptf,0.240672288,-0.105387957,0.904,0.927,1
Hey1,0.240690718,-0.559148189,0.316,0.354,1
Nfkbia,0.240706509,0.316218323,0.69,0.646,1
Brms1l,0.240723453,-0.142505345,0.679,0.671,1
Pdgfrb,0.240768931,0.959802712,0.102,0.067,1
Gpr75,0.24083295,-0.636676793,0.198,0.238,1
Tap1,0.240979983,0.159435478,0.096,0.061,1
Tob2,0.241218512,-0.4567151,0.385,0.39,1
Pabpc5,0.24126455,-0.441659907,0.043,0.073,1
Gm12688,0.241451052,0.573654526,0.048,0.024,1
Gm46102,0.241451052,0.961563032,0.048,0.024,1
BC024063,0.241451052,0.512435716,0.048,0.024,1
Lrrc40,0.241539723,0.376638554,0.348,0.274,1
Atad3aos,0.241616348,0.959358338,0.064,0.037,1
Mrm3,0.24164554,-0.782313082,0.299,0.335,1
Akr1b3,0.241703019,-0.192546675,0.759,0.756,1
Sdr39u1,0.241723575,0.160681139,0.684,0.598,1
Ptpdc1,0.241733941,-0.122245234,0.701,0.689,1
2700046G09Rik,0.241841569,-0.59887813,0.134,0.171,1
Rbm19,0.241953527,0.299884531,0.166,0.116,1
Lrrc29,0.242582187,0.290219196,0.134,0.091,1
Grb10,0.242659001,0.166363475,0.706,0.634,1
Prrc2a,0.242686961,-0.149036445,0.813,0.78,1
Gm16105,0.242802691,-0.556531952,0.091,0.128,1
Rint1,0.242851533,0.127587481,0.278,0.323,1
Amhr2,0.242854097,-0.241142907,0.15,0.195,1
AC109619.1,0.242910259,-0.329311218,0.118,0.159,1
Chpf2,0.242981686,0.262328366,0.481,0.402,1
Gm13375,0.242990744,-0.458755545,0.053,0.085,1
Cgref1,0.243067294,0.172782378,0.583,0.512,1
Plcd4,0.243110381,-0.180452043,0.102,0.146,1
Ppara,0.243172713,0.141362514,0.15,0.104,1
Cyp7b1,0.243331556,-1.49985744,0.021,0.043,1
Gm17359,0.243331556,-1.057131689,0.021,0.043,1
Grm3,0.243331556,-2.684766876,0.021,0.043,1
Prrt2,0.243331556,-0.868566277,0.021,0.043,1
Cib3,0.243331556,-2.653129388,0.021,0.043,1
Clcn2,0.243331556,-0.819289362,0.021,0.043,1
Rsph1,0.24336966,0.185350979,0.209,0.152,1
Sfrp5,0.243370625,0.193121558,0.401,0.335,1
Rif1,0.243372687,-0.159661597,0.471,0.512,1
Ppt1,0.24339305,-0.186152633,0.594,0.64,1
Slc25a46,0.243520547,-0.136320177,0.952,0.921,1
Zfp236,0.24356437,-0.38098504,0.422,0.439,1
Zfp41,0.243858604,0.251259025,0.144,0.098,1
Mon2,0.243986452,-0.189415347,0.733,0.762,1
Ints12,0.243988128,-0.190542262,0.251,0.293,1
Zbtb32,0.244050302,0.442357568,0.048,0.024,1
Ocln,0.244050302,0.529633056,0.048,0.024,1
Pde1c,0.244066125,0.102412275,0.647,0.555,1
Mirg,0.244196939,-0.183376963,0.508,0.549,1
Ube2f,0.244199803,0.224346931,0.749,0.659,1
Gins3,0.244472079,0.204628905,0.08,0.049,1
Hspa5,0.244570338,-0.115885472,0.93,0.933,1
Ssh3,0.244600562,0.297766393,0.096,0.061,1
Cmc2,0.244688271,-0.153327351,0.85,0.848,1
Shcbp1l,0.244745586,-0.963777468,0.021,0.043,1
Adam12,0.244745586,-0.936262472,0.021,0.043,1
Psme2b,0.244745586,-0.836388755,0.021,0.043,1
Gm19412,0.244864411,0.36488949,0.251,0.195,1
Lmf2,0.245141196,0.336196494,0.23,0.171,1
Hmcn1,0.245290821,0.361522978,0.16,0.116,1
Siae,0.245294544,-0.404348384,0.235,0.287,1
Zbtb6,0.245354488,0.15955984,0.299,0.238,1
Dsn1,0.24535727,0.135256069,0.048,0.024,1
Cracr2b,0.24535727,0.558669654,0.048,0.024,1
Hap1,0.245542389,-0.54934934,0.134,0.177,1
Arhgef2,0.24556047,-0.408971932,0.198,0.238,1
Aarsd1,0.245575564,0.128767091,0.818,0.738,1
Isg20l2,0.245747451,-0.611775541,0.112,0.146,1
Lamtor3,0.246006761,0.105101992,0.813,0.744,1
Aff4,0.246069938,-0.143573612,0.92,0.945,1
Cdc14a,0.246116826,0.252183465,0.15,0.104,1
Tmem43,0.246145804,0.337962122,0.38,0.305,1
Ces5a,0.246165374,-1.072519861,0.021,0.043,1
Gm20492,0.246165374,-1.276810687,0.021,0.043,1
Asb16,0.246165374,-0.818147265,0.021,0.043,1
4933406C10Rik,0.246165374,-0.826218118,0.021,0.043,1
Clcc1,0.246228457,-0.62497284,0.166,0.201,1
Ezh2,0.246339842,0.371255696,0.144,0.104,1
Ndp,0.246425101,0.393705908,0.096,0.061,1
2610021A01Rik,0.246490026,-0.523499402,0.118,0.159,1
Mrpl37,0.246521299,0.380473194,0.364,0.305,1
Senp2,0.246555129,-0.130251424,0.759,0.799,1
Gm15478,0.246562389,-0.377241876,0.23,0.262,1
Gm34907,0.24666914,0.451835795,0.048,0.024,1
Pcdhgc3,0.24666914,0.491441709,0.048,0.024,1
Irs2,0.246701222,-0.291411452,0.588,0.61,1
Col6a2,0.246802107,-0.59816525,0.182,0.22,1
Tenm3,0.246855056,-0.269727474,0.503,0.512,1
Ccdc85a,0.246865091,0.109062673,0.818,0.799,1
Mfsd2a,0.246867666,0.103650376,0.144,0.098,1
Tnfsf13,0.246920928,-0.634607253,0.118,0.152,1
Pes1,0.247047408,0.199957014,0.422,0.341,1
Ccdc61,0.247127951,-0.720987542,0.15,0.189,1
Zfp282,0.247133883,0.396021111,0.273,0.226,1
Pex19,0.247246185,-0.236366913,0.626,0.646,1
Cmtr2,0.24732474,0.204376451,0.139,0.091,1
Gm49932,0.247473723,0.31744167,0.08,0.049,1
Clcn1,0.247590925,-0.732553104,0.021,0.043,1
Gm27042,0.247590925,-0.755630516,0.021,0.043,1
Cyren,0.247638793,-0.426543316,0.193,0.238,1
Hcfc1,0.247703614,-0.253198252,0.754,0.75,1
Rspo2,0.247758539,0.466433978,0.46,0.409,1
Cd74,0.247810434,-0.101494117,0.048,0.079,1
Dcaf1,0.247909491,-0.215114575,0.465,0.482,1
Zfp626,0.248091533,0.468482707,0.139,0.098,1
Tmem147os,0.248091533,-0.330597617,0.102,0.14,1
Il10rb,0.248263181,-0.215148968,0.738,0.744,1
Hspa14,0.248557091,-0.414175442,0.422,0.439,1
Hgsnat,0.248611666,-0.326679481,0.583,0.591,1
Sde2,0.248650742,0.216450254,0.513,0.421,1
Stxbp4,0.248677478,-0.526584941,0.16,0.201,1
Fam76a,0.248723178,-0.133174023,0.813,0.835,1
Mrpl54,0.249148877,0.101247453,0.963,0.957,1
Mia2,0.249172457,0.123738694,0.84,0.768,1
Tmpo,0.249190028,-0.349664042,0.417,0.457,1
Ptpn11,0.24928083,0.146966473,0.882,0.854,1
Anapc1,0.249313346,-0.461274118,0.529,0.543,1
Otulinl,0.249380335,-0.531665396,0.118,0.159,1
Dars2,0.24943233,-0.31972827,0.16,0.207,1
Gm16364.1,0.249565708,-0.327142951,0.182,0.232,1
Rtel1,0.249826451,0.193323286,0.203,0.146,1
Asxl2,0.250035623,-0.215968303,0.572,0.598,1
Elf1,0.250097005,-0.111797724,0.652,0.701,1
Vstm5,0.25026078,0.142825282,0.84,0.768,1
Ecd,0.25030342,-0.244418387,0.428,0.463,1
Ccn2,0.25045934,-0.800530337,0.021,0.043,1
Ephx2,0.25045934,-0.849995606,0.021,0.043,1
Nabp1,0.250572022,-0.341150542,0.225,0.268,1
Fastkd1,0.250637465,0.138418165,0.332,0.256,1
Ranbp6,0.250686119,-0.397811721,0.529,0.543,1
Six4,0.250742184,-0.207493692,0.674,0.695,1
Psmg1,0.251084758,-0.514734281,0.225,0.256,1
Ssc4d,0.251134106,-1.212866761,0.075,0.11,1
a,0.2511557,-0.334751633,0.128,0.177,1
Mcm8,0.251204791,-0.456904988,0.08,0.116,1
Pcca,0.25130171,-0.554212324,0.449,0.482,1
Slc49a4,0.251422248,-0.196515923,0.807,0.829,1
Arhgap42,0.2514302,0.383667469,0.299,0.238,1
Chst12,0.251442042,-0.342123962,0.417,0.445,1
Cluh,0.251640909,-0.234676493,0.834,0.799,1
Syncrip,0.251684347,-0.293438108,0.765,0.774,1
Gm36372,0.251741218,0.506816301,0.064,0.037,1
Mettl8,0.251745787,-0.474362846,0.166,0.207,1
Zfp235,0.25185546,0.491407871,0.171,0.128,1
Far1,0.251881996,-0.105752104,0.909,0.939,1
1700014L14Rik,0.251902216,-0.753125405,0.021,0.043,1
Srl,0.251902216,-0.744827296,0.021,0.043,1
Abi3bp,0.251902216,-0.704823208,0.021,0.043,1
Trim17,0.251942031,-0.516882007,0.102,0.14,1
Dmkn,0.251955863,-0.178288993,0.096,0.061,1
Redrum,0.252007233,-0.571089209,0.075,0.11,1
Ppp5c,0.252153681,-0.186733311,0.636,0.665,1
D030040B21Rik,0.252585928,-0.911424701,0.005,0.018,1
Gm29083,0.252585928,-0.860979108,0.005,0.018,1
Spag16,0.252585928,-0.875160497,0.005,0.018,1
Gm15179,0.252585928,-1.445672655,0.005,0.018,1
Gm27184,0.252585928,-0.939972995,0.005,0.018,1
Gm29488,0.252585928,-0.824579372,0.005,0.018,1
Prelp,0.252585928,-1.100801809,0.005,0.018,1
Cfap45,0.252585928,-2.046529451,0.005,0.018,1
Rapgef4os2,0.252585928,-0.803124036,0.005,0.018,1
Fabp12,0.252585928,-0.856249391,0.005,0.018,1
Ciart,0.252585928,-0.908355764,0.005,0.018,1
Car14,0.252585928,-1.03453303,0.005,0.018,1
Spink4,0.252585928,-0.811569206,0.005,0.018,1
Musk,0.252585928,-0.800630887,0.005,0.018,1
Ube2u,0.252585928,-0.765079393,0.005,0.018,1
Zfp988,0.252585928,-0.90289628,0.005,0.018,1
Gm43017,0.252585928,-0.911265078,0.005,0.018,1
Gm43660,0.252585928,-0.799429817,0.005,0.018,1
Gm42560,0.252585928,-0.815636353,0.005,0.018,1
9630001P10Rik,0.252585928,-0.809227572,0.005,0.018,1
Gm42884,0.252585928,-1.5276321,0.005,0.018,1
Gm13861,0.252585928,-1.136924817,0.005,0.018,1
Gm44696,0.252585928,-0.792615184,0.005,0.018,1
Lsr,0.252585928,-1.241048172,0.005,0.018,1
5430431A17Rik,0.252585928,-0.838985433,0.005,0.018,1
Gm45774,0.252585928,-1.031897572,0.005,0.018,1
Adgrg3,0.252585928,-1.051480681,0.005,0.018,1
Crtam,0.252585928,-0.981106012,0.005,0.018,1
Ttc36,0.252585928,-1.105380388,0.005,0.018,1
Gm48855,0.252585928,-0.852205763,0.005,0.018,1
4921523L03Rik,0.252585928,-0.77236023,0.005,0.018,1
Nmbr,0.252585928,-0.797278178,0.005,0.018,1
Frk,0.252585928,-1.147368176,0.005,0.018,1
Zfp781,0.252585928,-0.826205421,0.005,0.018,1
Glt8d2,0.252585928,-0.884835452,0.005,0.018,1
Gm12111,0.252585928,-3.218639958,0.005,0.018,1
Nlrp3,0.252585928,-0.847356993,0.005,0.018,1
Slfn2,0.252585928,-0.807408694,0.005,0.018,1
Apoh,0.252585928,-0.849051864,0.005,0.018,1
Gm29292,0.252585928,-0.893784772,0.005,0.018,1
Rrm2,0.252585928,-0.741055777,0.005,0.018,1
