,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Nol4l,0.328225047,-0.102767086,0.807,0.829,1
Trim3,0.090189988,-0.102972916,0.711,0.732,1
Syt7,0.097144509,-0.10306958,0.749,0.744,1
Mtor,0.316891397,-0.103076244,0.711,0.689,1
Ppp4r3b,0.002153262,-0.103100784,0.626,0.726,1
Chmp1a,0.018482392,-0.103158005,0.872,0.89,1
Gm15564,0.225472603,-0.103164841,0.257,0.299,1
Med13l,0.071429711,-0.103183122,0.791,0.732,1
Tspan15,0.189924574,-0.103372502,0.679,0.701,1
Spryd7,0.351585108,-0.103384215,0.963,0.97,1
Zfp865,0.798699832,-0.103417611,0.305,0.299,1
Scn1b,0.01335628,-0.103430974,0.947,0.957,1
Ptcd3,0.062761178,-0.103489733,0.321,0.39,1
Ppp2cb,0.079738033,-0.103516416,0.578,0.591,1
Iqsec3,0.038336426,-0.10355557,0.749,0.774,1
Prr16,0.105394108,-0.10359366,0.241,0.305,1
Itch,0.031040853,-0.103650074,0.802,0.841,1
Tgfbrap1,0.016737575,-0.103744281,0.428,0.5,1
B230217C12Rik,0.032873573,-0.103757349,0.62,0.652,1
Tnik,0.016765249,-0.103830591,0.695,0.756,1
Ppp1r13b,0.861400155,-0.103850101,0.69,0.64,1
Camkmt,0.017198691,-0.103855792,0.61,0.671,1
Zc3h7a,0.024409533,-0.103885504,0.508,0.573,1
Usp15,0.104756196,-0.103925579,0.845,0.835,1
Exoc4,0.073487834,-0.103994605,0.888,0.866,1
Sema4f,0.0936807,-0.104123626,0.775,0.787,1
BC051226,0.09342137,-0.104144843,0.273,0.329,1
Rap1gap,0.00756474,-0.104180848,0.636,0.72,1
Clip2,0.008829124,-0.104192925,0.738,0.823,1
Rragd,0.145044563,-0.104235904,0.759,0.768,1
Creg2,0.000554499,-0.104328104,0.123,0.262,1
Clcn5,0.137498492,-0.104370381,0.898,0.909,1
Arhgap21,0.06428177,-0.104392453,0.834,0.854,1
Pigt,0.027677227,-0.104400285,0.503,0.567,1
Ensa,0.013211838,-0.104403226,0.866,0.884,1
Bcr,0.011286799,-0.104427847,0.807,0.841,1
Kpnb1,0.378456497,-0.104530001,0.861,0.841,1
Fzd3,0.119535327,-0.104559751,0.904,0.921,1
Mosmo,0.006712688,-0.104713813,0.914,0.933,1
Gm20300,0.011086872,-0.104750874,0.743,0.78,1
Pdxk,0.0130899,-0.104793498,0.492,0.585,1
Plxna2,0.232374416,-0.104893574,0.385,0.433,1
Stx6,0.000801679,-0.104894767,0.545,0.683,1
Ptdss1,0.154711028,-0.105040195,0.508,0.543,1
Cs,0.026883738,-0.105059569,0.904,0.927,1
Tspan2os,0.002696265,-0.105063628,0.401,0.512,1
Pvt1,0.173894794,-0.105069164,0.824,0.835,1
Dicer1,0.138837704,-0.10516632,0.754,0.756,1
Nap1l4,0.470932902,-0.105234843,0.904,0.902,1
Alg10b,0.027888999,-0.105247141,0.647,0.677,1
Trmt1l,0.001109878,-0.105247272,0.417,0.549,1
Mindy2,0.214400009,-0.105370724,0.941,0.957,1
Sdc2,0.080754253,-0.105494887,0.481,0.512,1
Sec14l1,0.171817243,-0.105524061,0.701,0.713,1
Uba3,0.087790615,-0.105566026,0.882,0.89,1
Cadps,0.061357123,-0.105622056,0.979,0.988,1
Cbx3,0.018041672,-0.10562417,0.925,0.933,1
Insm1,0.000138854,-0.105643584,0.155,0.317,1
Gm14325,0.098358268,-0.105660323,0.925,0.951,1
Dr1,0.003015217,-0.105664299,0.572,0.683,1
Leprotl1,0.033337538,-0.105690361,0.904,0.909,1
Zcchc4,0.121441764,-0.105706817,0.187,0.238,1
Cyth3,0.03101126,-0.105770632,0.701,0.707,1
Stox2,0.014375276,-0.105886126,0.85,0.89,1
Wasf3,0.022303586,-0.105924007,0.743,0.78,1
Kremen1,0.031038844,-0.105940147,0.283,0.378,1
Spen,0.004676125,-0.105970417,0.599,0.689,1
Ralgapa2,0.045730428,-0.106031237,0.567,0.598,1
Tmem242,0.052598078,-0.106083504,0.834,0.817,1
Zfp609,0.047165819,-0.106103711,0.535,0.579,1
Rprml,0.038882559,-0.106223346,0.69,0.817,1
Faim2,0.006882077,-0.106264226,0.952,0.933,1
Firre,0.006104849,-0.106291055,0.235,0.354,1
Slc39a10,0.133514549,-0.106304784,0.722,0.72,1
Sirt2,0.040849953,-0.106465112,0.818,0.811,1
Ptpa,0.114714482,-0.106535702,0.957,0.951,1
Lancl3,0.038437455,-0.106656971,0.727,0.713,1
Lgi1,0.008444205,-0.106703318,0.39,0.494,1
Pigk,0.0495642,-0.106794156,0.957,0.994,1
Vamp1,0.043783191,-0.10681002,0.69,0.713,1
Rasgef1a,0.418371097,-0.106856857,0.807,0.793,1
Dcp2,0.005346428,-0.106857963,0.62,0.652,1
Fxr1,0.091267994,-0.106873593,0.93,0.939,1
Zbtb18,0.006807164,-0.107031813,0.588,0.665,1
Capzb,0.015714655,-0.10708473,0.979,0.988,1
Gsdme,0.015113677,-0.107090126,0.16,0.25,1
Kidins220,0.15569198,-0.1071511,0.957,0.957,1
Aip,0.016385271,-0.107173858,0.973,0.963,1
Ndufs1,0.076516426,-0.107352391,0.695,0.713,1
Heatr5a,0.006902521,-0.107378981,0.439,0.53,1
Gnl1,0.115387425,-0.107407594,0.679,0.689,1
Tsc22d3,0.077070423,-0.107423752,0.807,0.811,1
Csk,0.002724346,-0.107457646,0.786,0.805,1
N4bp2l2,0.239295703,-0.107505035,0.711,0.695,1
Braf,0.052674671,-0.107516205,0.824,0.86,1
A430018G15Rik,0.004179725,-0.107537759,0.299,0.421,1
Pam,0.314906267,-0.107594099,0.93,0.921,1
Gna12,0.016517238,-0.107791594,0.802,0.78,1
Ankrd46,0.014329022,-0.107921195,0.957,0.927,1
Xaf1,0.050216217,-0.107924289,0.636,0.701,1
Tbc1d9b,0.147490825,-0.108128328,0.925,0.921,1
Dmd,0.060194072,-0.108130048,0.834,0.835,1
Rmnd5a,0.064735363,-0.108205524,0.765,0.78,1
Prrc1,0.014293369,-0.108211853,0.594,0.64,1
Mcee,0.799176281,-0.108235823,0.818,0.805,1
Esco1,0.06460076,-0.108247033,0.396,0.439,1
Wasf1,0.148039029,-0.108254017,0.711,0.72,1
Ythdf3,0.044232439,-0.108304269,0.786,0.78,1
Zbtb11os1,0.040801306,-0.108311446,0.572,0.604,1
Hsph1,0.009743821,-0.108408547,0.941,0.976,1
Tnrc18,0.004078801,-0.108463916,0.706,0.75,1
Cep120,0.004563025,-0.108512212,0.893,0.89,1
Klf13,0.046565438,-0.1085245,0.936,0.951,1
Agk,0.075985893,-0.108530084,0.39,0.457,1
Snx25,0.034063581,-0.108556739,0.652,0.689,1
Gprin2,0.035622876,-0.10868455,0.497,0.549,1
Wdfy2,0.058003651,-0.10881508,0.663,0.665,1
Cspp1,0.017399716,-0.108896598,0.588,0.646,1
Arpp21,0.290319787,-0.108897991,0.572,0.573,1
Bicral,0.010032186,-0.108927264,0.636,0.677,1
Syt1,0.167914769,-0.108962245,0.877,0.866,1
Uba2,0.054830668,-0.109021299,0.77,0.799,1
Dync1i1,0.061753149,-0.109042061,0.615,0.61,1
Jarid2,0.009080395,-0.109077053,0.567,0.646,1
Miga1,0.041026216,-0.10913803,0.775,0.799,1
Klhl12,0.048441106,-0.109214626,0.545,0.579,1
Cntfr,0.01470672,-0.109252539,0.781,0.793,1
Hist1h2be,0.00194094,-0.109261987,0.364,0.494,1
2700081O15Rik,0.01585535,-0.10927617,0.54,0.622,1
Dusp22,0.165482107,-0.109277045,0.877,0.902,1
Cnot2,0.053501042,-0.109313894,0.636,0.646,1
Nagk,0.005282658,-0.109333325,0.973,0.963,1
Sestd1,0.172422534,-0.109350435,0.647,0.652,1
Fam214a,0.230389404,-0.109361184,0.289,0.323,1
Unc119,0.001915664,-0.109377097,0.342,0.47,1
Itga9,0.038465782,-0.10941426,0.615,0.726,1
Psmd2,0.03862252,-0.109431472,0.888,0.945,1
Syn1,0.003395551,-0.109449025,0.989,0.994,1
Zfp638,0.069066264,-0.10969499,0.861,0.841,1
Rab3gap2,0.029749429,-0.109790076,0.807,0.78,1
Rbl2,0.027115412,-0.109851935,0.348,0.445,1
Hdac11,0.068634424,-0.109919023,0.802,0.829,1
Ndfip2,0.017545804,-0.110014016,0.936,0.957,1
Ctnnb1,0.008147198,-0.110042959,0.957,0.97,1
Agpat4,0.108192006,-0.110075822,0.84,0.841,1
Smg6,0.010157327,-0.110177197,0.626,0.701,1
Xpot,0.061305152,-0.110195288,0.652,0.707,1
Rnf146,0.006223926,-0.110259735,0.604,0.689,1
Celf1,0.059385431,-0.110299341,0.898,0.921,1
Vps72,0.143749938,-0.110332341,0.487,0.537,1
Tmeff1,0.008294411,-0.110388439,0.84,0.86,1
Evi5,0.006268563,-0.110388628,0.973,0.963,1
Tmem9b,0.04604814,-0.110458962,0.909,0.915,1
Erc2,0.110844287,-0.110473747,0.888,0.915,1
Abhd2,0.004903128,-0.110505364,0.834,0.884,1
Zfp462,0.016743747,-0.110525222,0.674,0.75,1
Herc2,0.025503814,-0.110561854,0.957,0.957,1
Rabep1,0.067899099,-0.110627743,0.936,0.97,1
Zfp982,0.346979761,-0.11062956,0.283,0.311,1
Magee1,0.092722401,-0.110751672,0.941,0.97,1
Mapk6,0.0393138,-0.110754287,0.599,0.652,1
Lgals8,0.045940232,-0.110807667,0.914,0.915,1
Ahnak,0.349430129,-0.1110572,0.92,0.872,1
Gm13963,0.000682558,-0.111086886,0.283,0.433,1
Pcdh9,0.292388462,-0.111168066,0.93,0.939,1
Mapk8ip3,0.01437695,-0.111236455,0.957,0.963,1
Arhgap28,0.161530903,-0.111270403,0.925,0.921,1
Snrpb,0.214001066,-0.111390129,0.791,0.829,1
Pik3ca,0.049280907,-0.111397694,0.877,0.872,1
Mtmr3,0.038170923,-0.111424907,0.813,0.829,1
Lnpk,0.115251712,-0.111445359,0.733,0.72,1
Prkdc,0.001032954,-0.111503848,0.321,0.445,1
Gak,0.050176973,-0.111518384,0.786,0.805,1
Safb,0.073900406,-0.111642895,0.642,0.634,1
Samhd1,0.058222,-0.11168108,0.62,0.628,1
Gpd2,0.001082409,-0.111690762,0.743,0.829,1
Psmg2,0.674580925,-0.111793484,0.31,0.317,1
Med14,0.099586597,-0.111793813,0.866,0.86,1
Ufl1,0.001438081,-0.111855205,0.422,0.537,1
Klf5,0.001746342,-0.111917605,0.679,0.768,1
Tomm70a,0.010387073,-0.111940409,0.968,0.939,1
AW554918,0.001464697,-0.11194097,0.406,0.518,1
Sart1,0.074931045,-0.111954851,0.406,0.488,1
Rfx7,0.020454029,-0.111975911,0.471,0.512,1
Rsl24d1,0.015269918,-0.112224489,0.626,0.72,1
Trpc1,0.029519898,-0.112268531,0.487,0.524,1
Ttc7b,0.018484311,-0.112312499,0.786,0.817,1
Mbd5,0.064701739,-0.112477307,0.77,0.756,1
Ctnna1,0.069307316,-0.112501123,0.93,0.927,1
Bicd1,0.097961158,-0.112534109,0.856,0.896,1
Klf3,0.001987199,-0.11256509,0.503,0.61,1
Csnk1g2,0.111332076,-0.11262957,0.893,0.915,1
Kcnk10,0.006468719,-0.112681693,0.401,0.518,1
Ubqln4,0.001912883,-0.112685404,0.396,0.537,1
Rbbp4,0.00604376,-0.112845777,0.877,0.896,1
Prmt2,0.023040571,-0.112921536,0.952,0.945,1
Neo1,0.026435442,-0.112955177,0.866,0.872,1
Arf4,0.051387138,-0.112969539,0.882,0.927,1
Larp4b,0.021504845,-0.113048241,0.973,0.963,1
Chmp3,0.003259507,-0.113091106,0.968,0.976,1
Slc15a4,0.001477925,-0.113103536,0.444,0.591,1
Pptc7,0.123425925,-0.113221663,0.754,0.75,1
Nfat5,0.04814855,-0.113263787,0.856,0.841,1
Efna5,0.012678908,-0.113263981,0.615,0.707,1
Cebpb,0.302553351,-0.113269893,0.701,0.683,1
Gm14418,0.020407211,-0.113305026,0.535,0.622,1
Cbx1,0.09203238,-0.113410904,0.775,0.787,1
Tmcc2,0.005710193,-0.113441545,0.818,0.872,1
Diras1,0.045089923,-0.113505016,0.77,0.793,1
Bloc1s1,0.07484856,-0.113639092,0.439,0.476,1
Adora2a,0.000829246,-0.113643147,0.439,0.567,1
Cstf2,0.036212871,-0.113736982,0.513,0.561,1
Ap3b2,0.01153528,-0.11379432,0.93,0.933,1
Csnk1d,0.316399341,-0.113834296,0.888,0.878,1
Cpt1a,0.144657084,-0.113995163,0.861,0.854,1
Pdia4,0.00178427,-0.114054158,0.412,0.543,1
Ubfd1,0.009449299,-0.114077445,0.679,0.707,1
B830012L14Rik,0.085470237,-0.114183556,0.513,0.579,1
Setx,0.031354151,-0.1142509,0.588,0.634,1
Tmem258,0.032185415,-0.114264956,0.936,0.945,1
Xkr6,0.004084717,-0.114281875,0.535,0.628,1
Tc2n,0.001825647,-0.114524382,0.214,0.348,1
Amy1,0.012188598,-0.114586963,0.176,0.268,1
Rbfox2,0.002116492,-0.114597277,0.984,0.982,1
Orc4,0.0507232,-0.114620564,0.497,0.555,1
Fcho2,0.00067545,-0.114627179,0.529,0.61,1
Nlk,0.061523314,-0.114855178,0.877,0.866,1
Tceal3,0.041376113,-0.114879322,0.893,0.896,1
Cdr2,0.016192063,-0.115074511,0.802,0.872,1
Chrnb3,0.044572079,-0.11511745,0.139,0.213,1
Chga,0.077286651,-0.115138635,0.471,0.5,1
Sh3bp5,0.006303802,-0.115222522,0.615,0.707,1
Slc9a1,0.356424352,-0.11529947,0.497,0.47,1
Nceh1,0.296863835,-0.115335796,0.684,0.695,1
Pcbp1,0.072484717,-0.115337665,0.968,0.988,1
Suco,0.041365231,-0.115380936,0.658,0.683,1
Aplp1,0.016645582,-0.115385356,0.968,0.957,1
Tmem131l,0.000724734,-0.115425777,0.316,0.445,1
Panx2,0.001020753,-0.115514682,0.567,0.713,1
Sgcd,0.044467479,-0.115523993,0.727,0.768,1
Eaf1,0.085183983,-0.115638577,0.572,0.616,1
Tapt1,0.017436825,-0.115660545,0.262,0.354,1
Dclk1,0.031655664,-0.1156706,0.594,0.646,1
Srcap,0.000972978,-0.115706626,0.299,0.439,1
Dzank1,0.020733112,-0.115755839,0.604,0.646,1
Sobp,0.017760049,-0.115814643,0.898,0.884,1
Msl2,0.003006345,-0.11582468,0.465,0.567,1
Eif2s3x,0.10998906,-0.115825983,0.904,0.939,1
Ppfibp2,0.137418406,-0.115883724,0.824,0.878,1
Atp5e,0.001141392,-0.115901692,1,1,1
Narf,0.006908193,-0.11592111,0.513,0.604,1
Angptl6,0.304198789,-0.115970194,0.583,0.604,1
Adam22,0.046912335,-0.115992818,0.882,0.902,1
Pygo1,0.000479086,-0.116005345,0.588,0.677,1
Ano8,0.357273702,-0.116113351,0.396,0.402,1
2810013P06Rik,0.005497529,-0.11631501,0.476,0.549,1
Fzr1,0.020613937,-0.116539985,0.583,0.689,1
Hdhd2,0.08672163,-0.116604645,0.781,0.829,1
Cdh18,0.000206506,-0.116611622,0.257,0.427,1
Trib2,0.035548216,-0.116628004,0.813,0.841,1
Chd4,0.050918281,-0.116712,0.957,0.957,1
Rab39,0.006063577,-0.116720386,0.561,0.61,1
Gm17268,0.000375547,-0.116807655,0.107,0.244,1
Ddi2,0.390779025,-0.116834327,0.636,0.634,1
Tanc1,0.16293916,-0.116837869,0.765,0.78,1
Iscu,0.014762987,-0.116845024,0.984,0.988,1
Sh3kbp1,0.017537868,-0.116917357,0.829,0.86,1
Greb1l,0.263489773,-0.11693546,0.519,0.512,1
Slc4a11,0.004773255,-0.11694677,0.332,0.433,1
Rbm4b,0.002193322,-0.116968778,0.332,0.445,1
Sult4a1,0.013087991,-0.117012473,0.995,0.994,1
Slc10a7,0.009346071,-0.117077989,0.727,0.787,1
Atg3,0.026025139,-0.117192553,0.888,0.909,1
Golgb1,0.023217865,-0.117211747,0.882,0.902,1
Mmut,0.007710537,-0.117249219,0.545,0.598,1
Reps2,0.007396027,-0.117265084,0.663,0.768,1
Ldb1,0.000182489,-0.117385576,0.481,0.616,1
Yaf2,0.048753918,-0.117435411,0.781,0.768,1
Ppp2r5e,0.027088657,-0.117451824,0.786,0.793,1
Taf1d,0.130480589,-0.117486429,0.444,0.488,1
Rffl,0.053104904,-0.117497828,0.348,0.427,1
Cep85l,0.046028205,-0.117506871,0.551,0.616,1
Pcca,0.25130171,-0.117515737,0.449,0.482,1
Chd9,0.028754113,-0.117529396,0.872,0.896,1
Calcb,0.690432567,-0.117607161,0.658,0.671,1
Dip2c,0.009766236,-0.117720711,0.888,0.939,1
Arf6,0.018005346,-0.11778452,0.754,0.835,1
Igsf9b,0.006811421,-0.117797868,0.513,0.61,1
Fam91a1,0.04246903,-0.117887246,0.834,0.835,1
Dmxl2,0.080355924,-0.117984582,0.92,0.909,1
Mtmr6,0.02744182,-0.118044573,0.968,0.963,1
Ext1,0.025305004,-0.118070752,0.717,0.774,1
Syp,0.057510154,-0.11814397,0.968,0.963,1
Itga2b,0.079922133,-0.11815996,0.422,0.5,1
Aqp1,0.158915027,-0.118185597,0.749,0.805,1
Pde4d,0.107959164,-0.118287311,0.947,0.951,1
Itga2,0.012620772,-0.118342438,0.332,0.433,1
Pard3b,0.01749943,-0.118391078,0.39,0.476,1
Pik3ip1,0.001116801,-0.118403231,0.668,0.732,1
Lhfpl4,0.005295643,-0.118418764,0.829,0.835,1
5730455P16Rik,0.005304269,-0.118545819,0.856,0.89,1
Cstf3,0.088245211,-0.118612733,0.807,0.817,1
Srrm3,0.021890171,-0.118650005,0.684,0.713,1
Abcd2,7.36E-05,-0.11867434,0.572,0.701,1
Lrrc8b,0.011172548,-0.118677053,0.979,0.982,1
Pnisr,0.053367974,-0.118751938,0.754,0.793,1
Pigs,0.01567243,-0.118818287,0.62,0.695,1
Pikfyve,0.029761303,-0.118879721,0.561,0.598,1
Tut4,0.065240556,-0.119034349,0.647,0.659,1
Socs5,0.011849237,-0.119264938,0.604,0.659,1
Casd1,0.115262265,-0.119288582,0.738,0.762,1
Klhl21,0.003670716,-0.119542115,0.439,0.555,1
Cnot10,0.080650182,-0.119624741,0.455,0.482,1
Ick,0.002724623,-0.119630593,0.519,0.616,1
Inafm1,0.001027487,-0.119679433,0.62,0.713,1
Zfp275,0.033040026,-0.119712287,0.545,0.616,1
Aox1,0.000335748,-0.119832731,0.406,0.543,1
Fam189a2,0.047374429,-0.119853397,0.267,0.335,1
Dop1b,0.006572898,-0.120092461,0.813,0.817,1
Map7,0.059245054,-0.120172166,0.941,0.945,1
Abca7,0.044190835,-0.120240856,0.791,0.811,1
Snph,0.015495156,-0.120338248,0.786,0.829,1
Trappc8,0.024874645,-0.1204617,0.711,0.72,1
Bmpr1a,0.008753408,-0.120743109,0.877,0.872,1
Snx1,0.070245683,-0.120766213,0.626,0.689,1
Lrrc75b,0.009360428,-0.120900499,0.947,0.945,1
Riok3,0.051385957,-0.12091421,0.786,0.86,1
Limd2,0.009292176,-0.120921417,0.711,0.75,1
Plch1,0.083045981,-0.120965504,0.941,0.89,1
Scn3b,0.007657923,-0.120976148,0.909,0.915,1
Ptger3,0.013562969,-0.121036509,0.38,0.476,1
Pcsk1,0.102791785,-0.121216937,0.572,0.634,1
Acvr2a,0.015107788,-0.121247883,0.636,0.701,1
Atrnl1,0.021492891,-0.121285275,0.93,0.951,1
Dhx15,0.004556342,-0.121288105,0.866,0.884,1
Cflar,0.005865678,-0.121368856,0.717,0.732,1
Actr1b,0.016498029,-0.121442185,0.93,0.97,1
Dtnb,0.065233177,-0.121503598,0.535,0.567,1
Pias1,0.003400808,-0.121537815,0.749,0.835,1
Rnf2,0.041853281,-0.121585872,0.209,0.28,1
Snapin,0.020894184,-0.121659125,0.84,0.872,1
Appbp2,0.01358826,-0.121698973,0.77,0.86,1
Rap1gds1,0.001558558,-0.121805649,0.968,0.976,1
Kiss1r,0.463274141,-0.121840004,0.241,0.262,1
Amph,0.012226279,-0.121843463,0.701,0.756,1
Parvb,0.045613294,-0.121938196,0.46,0.53,1
Hspa1b,0.000587356,-0.122050695,0.182,0.329,1
Naaa,0.412844508,-0.122246491,0.46,0.463,1
Lrrc4c,0.05600952,-0.122332811,0.856,0.829,1
Mthfs,0.000788383,-0.122378955,0.449,0.543,1
Cnot4,0.081024684,-0.122443272,0.845,0.896,1
Tmod1,0.054566302,-0.122498561,0.941,0.927,1
Btrc,0.009138337,-0.122500968,0.578,0.634,1
Leng8,0.002676677,-0.122506485,0.647,0.726,1
Tnks2,0.012120133,-0.122514336,0.85,0.884,1
Eps15l1,0.000486423,-0.122619723,0.406,0.561,1
Mllt3,0.003782524,-0.122637985,0.872,0.902,1
Mark2,0.039543815,-0.122699073,0.84,0.829,1
Sqstm1,0.130683503,-0.12284534,0.957,0.976,1
Atn1,0.024408894,-0.122856017,0.754,0.787,1
AC160336.1,0.001278283,-0.122932943,0.273,0.409,1
Rab10os,0.001173039,-0.12297673,0.46,0.579,1
Hbp1,0.011803977,-0.123003942,0.551,0.652,1
Gas2,0.016094655,-0.123102762,0.374,0.457,1
Cacul1,0.020830772,-0.123116836,0.824,0.848,1
Ak4,0.00288495,-0.123152608,0.353,0.47,1
A330076H08Rik,0.00036758,-0.123352747,0.342,0.506,1
Nudcd3,0.041071189,-0.123438485,0.877,0.89,1
Tspyl1,0.04540617,-0.123794297,0.93,0.939,1
Gm2464,0.04222657,-0.123801301,0.572,0.591,1
Pdxp,0.00030875,-0.123860676,0.588,0.72,1
Ppp2r5c,0.01343697,-0.124038946,0.952,0.963,1
Mpped1,0.010564894,-0.12409812,0.385,0.476,1
Tagln3,0.011513806,-0.12413799,0.995,0.976,1
Twist2,0.000107428,-0.124176771,0.332,0.53,1
Elp4,0.001111506,-0.124361573,0.38,0.524,1
Enoph1,0.000410702,-0.124412638,0.455,0.591,1
Cplx1,0.024822744,-0.124429334,0.979,0.982,1
Rnf141,0.002548918,-0.124435568,0.465,0.549,1
Cacna1a,0.048031449,-0.124439896,0.904,0.915,1
Shtn1,0.008365713,-0.124462811,0.535,0.622,1
Gm38560,0.285205873,-0.124490884,0.299,0.341,1
Krit1,0.002728856,-0.124554033,0.786,0.823,1
Irf2,0.003212413,-0.124570528,0.797,0.829,1
Crcp,0.002540191,-0.124586702,0.636,0.72,1
Zzef1,0.026044242,-0.124595667,0.722,0.744,1
Rev3l,0.031969922,-0.124619583,0.759,0.805,1
Vezf1,0.113676381,-0.12474072,0.775,0.72,1
Fam45a,0.023058671,-0.124794449,0.727,0.756,1
Kansl1,0.037538435,-0.124796059,0.797,0.817,1
Elmo1,0.03320193,-0.12480102,0.722,0.799,1
Crppa,0.260399848,-0.124939958,0.583,0.579,1
B3glct,0.001494421,-0.125025444,0.845,0.89,1
Cnr1,0.007243003,-0.125027939,0.695,0.774,1
Phactr3,0.00220371,-0.125039558,0.829,0.921,1
Spats2l,0.00877407,-0.125119183,0.706,0.713,1
Avil,0.002364156,-0.125131693,0.968,0.97,1
Eif5a2,0.134340727,-0.12513599,0.866,0.909,1
Tspyl4,0.021171027,-0.125249458,0.947,0.951,1
Fndc3a,0.004835506,-0.125272833,0.717,0.823,1
Sil1,0.035061394,-0.125752102,0.519,0.591,1
Atf7,0.011559688,-0.125841874,0.733,0.78,1
Adcy3,0.012483405,-0.125865574,0.193,0.287,1
Cdc42bpa,0.00419074,-0.125907389,0.925,0.945,1
Pcnp,0.013962276,-0.126049113,0.973,0.951,1
Nufip2,0.107577491,-0.126089221,0.909,0.89,1
Snx27,0.080766868,-0.126093509,0.791,0.829,1
Ppm1a,0.013440361,-0.126094328,0.979,0.988,1
Dtna,0.012750691,-0.126257415,0.904,0.921,1
Rasal2,0.045712503,-0.12628517,0.834,0.89,1
Rock2,0.04999553,-0.126317059,0.882,0.915,1
Pja2,0.002343771,-0.126330266,0.973,0.982,1
Stat1,0.001006699,-0.126373612,0.444,0.579,1
Foxg1,0.005612592,-0.126382136,0.535,0.628,1
9530082P21Rik,0.152541658,-0.126421656,0.38,0.421,1
Ppp4r2,0.052220815,-0.12652346,0.706,0.732,1
Kcnb1,0.024887521,-0.126537906,0.904,0.896,1
Mroh1,0.00629266,-0.127015793,0.449,0.549,1
Rtn4rl1,0.004600633,-0.127085106,0.834,0.823,1
Cmc4,0.119798711,-0.127103327,0.561,0.616,1
Tshz3,0.020811764,-0.127133035,0.845,0.854,1
Stx1a,0.012561285,-0.127233049,0.824,0.817,1
Zbtb44,0.003390425,-0.127317322,0.62,0.683,1
C530008M17Rik,0.015502433,-0.127317934,0.866,0.909,1
Armcx3,0.013297518,-0.127543545,0.813,0.823,1
St13,0.095629558,-0.127635063,0.957,0.963,1
Dcaf6,0.036478278,-0.127651345,0.749,0.799,1
C77080,0.962097282,-0.127662474,0.717,0.695,1
Mef2c,0.011953147,-0.127714341,0.348,0.476,1
Ctif,0.033664455,-0.127742433,0.957,0.945,1
Rc3h2,0.006140349,-0.12774669,0.824,0.89,1
Spin1,0.000482842,-0.127827786,0.925,0.921,1
Psip1,0.068866839,-0.127920882,0.936,0.994,1
Cyth1,0.003244748,-0.127961034,0.508,0.598,1
Phc3,0.004383478,-0.128053395,0.604,0.646,1
Irf1,0.002471456,-0.128074953,0.449,0.573,1
Irf2bp2,0.016652534,-0.128368088,0.706,0.762,1
Masp1,0.004680724,-0.128429733,0.294,0.415,1
Mvb12b,0.027083072,-0.128490758,0.759,0.78,1
Tob1,0.003364025,-0.128495385,0.455,0.573,1
Ppp2r5d,0.045908905,-0.128524934,0.54,0.628,1
Dnajc27,0.007635896,-0.128611246,0.572,0.677,1
Thrb,0.000122176,-0.12862963,0.422,0.591,1
Arhgef12,0.016424231,-0.128732554,0.936,0.951,1
Pfkm,0.007524695,-0.128766911,0.701,0.768,1
Ttc3,0.021445545,-0.128801204,0.968,0.976,1
Cnih2,0.018050156,-0.128823117,0.727,0.774,1
Asic1,0.000188146,-0.12882402,0.337,0.518,1
Aldh2,0.035812941,-0.128889466,0.759,0.793,1
Paics,0.372408343,-0.128984303,0.786,0.811,1
Atg4c,0.000163453,-0.129161836,0.385,0.549,1
Ar,0.028190958,-0.12927929,0.508,0.585,1
Cysltr2,0.038395548,-0.129314631,0.193,0.262,1
Trerf1,0.002324272,-0.129334683,0.449,0.561,1
Cd55,0.000924966,-0.129352697,0.604,0.744,1
Slc43a2,0.273717929,-0.129375176,0.786,0.744,1
Wdr6,0.070210256,-0.129409964,0.802,0.811,1
Slc9a6,0.029219867,-0.12944354,0.861,0.866,1
Apc,0.023625566,-0.129455393,0.957,0.976,1
Nucb1,0.007928762,-0.129695907,0.797,0.823,1
Adam9,0.055550511,-0.12970582,0.578,0.579,1
Otud4,0.008464138,-0.129798596,0.754,0.762,1
Tbc1d16,0.0361047,-0.129872353,0.412,0.47,1
Aak1,0.010631745,-0.130027396,0.936,0.921,1
Pbx2,0.000618951,-0.130479698,0.615,0.72,1
Ppp6r1,0.031733985,-0.130579136,0.642,0.689,1
Sowahc,0.003572677,-0.130613967,0.583,0.659,1
Kbtbd2,0.020290335,-0.130676801,0.781,0.799,1
C130074G19Rik,4.37E-05,-0.130687132,0.326,0.512,1
C9orf72,0.006052357,-0.130716504,0.652,0.701,1
Trim32,0.00052478,-0.130736319,0.481,0.628,1
Sytl2,0.008828175,-0.13082554,0.358,0.476,1
D1Ertd622e,0.005695428,-0.130953523,0.519,0.579,1
Kcnk2,0.076416072,-0.131033227,0.947,0.97,1
Slc35f3,0.001533101,-0.131076174,0.353,0.494,1
Fam219a,0.007627258,-0.131136351,0.893,0.915,1
Ezh1,0.006834889,-0.13129043,0.749,0.787,1
Csde1,0.014443035,-0.131338373,0.973,0.994,1
Atf3,0.11875879,-0.131360582,0.957,0.933,1
Junb,0.081619843,-0.131451021,0.941,0.951,1
Foxn3,0.025752692,-0.131457315,0.984,0.97,1
