,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Atpaf2,5.54E-13,-0.894640863,0.936,0.994,1.29E-08
mt-Atp8,4.83E-27,-0.842684097,0.909,0.982,1.12E-22
mt-Nd4l,1.94E-22,-0.802853039,0.973,1,4.53E-18
Nrxn1,2.36E-18,-0.795559196,0.995,1,5.49E-14
Etv1,8.31E-23,-0.761614117,0.973,0.982,1.94E-18
Csmd1,1.98E-08,-0.647562945,0.93,0.982,0.000461695
Arhgap15,1.67E-19,-0.586035564,0.909,0.982,3.88E-15
Mctp1,1.37E-06,-0.569573707,0.936,0.976,0.031861928
Uba52,3.46E-20,-0.550325096,0.743,0.902,8.05E-16
Fxyd2,1.27E-13,-0.549683364,0.995,1,2.96E-09
Elavl2,2.21E-24,-0.532645343,0.995,1,5.14E-20
Ccser1,1.32E-08,-0.526722542,0.77,0.878,0.000306417
Pik3r1,1.18E-16,-0.515670836,0.968,0.988,2.74E-12
Gria4,6.79E-15,-0.512587176,0.973,0.994,1.58E-10
Nrg3,2.09E-07,-0.501336659,0.936,0.982,0.004865985
Akap12,1.30E-16,-0.499124826,0.989,0.988,3.02E-12
Kcnmb2,7.90E-11,-0.4962779,0.813,0.915,1.84E-06
Steap3,1.33E-20,-0.489354132,0.952,0.982,3.10E-16
Vmn1r85,2.14E-09,-0.482401479,0.273,0.567,4.99E-05
Frmpd4,1.81E-08,-0.476854331,0.84,0.927,0.000421757
Pbx1,6.25E-13,-0.474976319,0.952,0.982,1.46E-08
Tle4,1.69E-18,-0.474903426,0.979,0.982,3.94E-14
Gng2,1.55E-20,-0.474110247,0.979,0.994,3.62E-16
Gnas,7.64E-16,-0.472688049,1,1,1.78E-11
Auts2,1.44E-09,-0.466793566,0.882,0.939,3.36E-05
Kirrel3,2.75E-09,-0.466476097,0.711,0.848,6.39E-05
Npy2r,1.09E-07,-0.463290044,0.754,0.89,0.002546869
Cbfb,3.37E-19,-0.457517455,0.968,0.994,7.84E-15
Astn2,1.42E-07,-0.456500507,0.963,0.982,0.003314472
Ralyl,1.01E-09,-0.455193128,0.963,0.988,2.36E-05
Zfp536,2.28E-11,-0.453216676,0.893,0.951,5.32E-07
Mab21l1,4.69E-18,-0.452091419,0.652,0.866,1.09E-13
Plcb3,3.70E-15,-0.44713559,0.813,0.927,8.61E-11
Gpr174,2.25E-09,-0.44690866,0.872,0.921,5.23E-05
Ncdn,4.24E-16,-0.445837161,0.963,0.988,9.87E-12
Celf4,7.10E-16,-0.444789127,0.973,0.994,1.65E-11
Ctnna2,1.04E-06,-0.432977126,0.979,0.988,0.024185043
Cadm1,1.63E-10,-0.430999831,0.984,0.982,3.80E-06
Sema3c,1.85E-16,-0.427239112,0.647,0.902,4.30E-12
Thra,8.32E-17,-0.423085083,0.984,0.988,1.94E-12
Nhs,2.91E-11,-0.422981791,0.84,0.933,6.77E-07
Gria3,5.28E-12,-0.421112428,0.797,0.902,1.23E-07
Zbtb20,1.35E-13,-0.416348401,0.979,0.982,3.15E-09
Kcnc4,9.16E-14,-0.413454949,0.93,0.97,2.13E-09
Negr1,5.03E-08,-0.411083908,0.973,0.988,0.001170508
Scn10a,1.11E-10,-0.404116214,0.979,0.982,2.59E-06
Ache,1.05E-13,-0.402690411,0.775,0.902,2.44E-09
Xist,2.04E-07,-0.399281333,0.872,0.933,0.004750205
Rbms1,3.30E-12,-0.398196952,0.984,0.988,7.68E-08
Snx7,2.96E-11,-0.394015132,0.963,0.982,6.89E-07
Ssbp2,1.15E-09,-0.393290724,0.877,0.951,2.68E-05
Unc13c,6.90E-07,-0.390019651,0.941,0.97,0.016080106
Ccser2,1.87E-10,-0.38863419,0.973,0.988,4.35E-06
Anxa5,5.57E-13,-0.388136358,0.984,0.994,1.30E-08
Necab1,1.52E-10,-0.387875268,0.979,0.982,3.54E-06
Snap25,8.30E-18,-0.379504796,0.989,1,1.93E-13
mt-Nd6,7.33E-08,-0.374333183,0.604,0.762,0.001708156
Col6a5,6.03E-11,-0.373884526,0.358,0.646,1.40E-06
Cdk14,7.90E-09,-0.373239194,0.93,0.939,0.000183917
Cthrc1,4.90E-12,-0.372851766,0.524,0.774,1.14E-07
Cyfip2,5.84E-16,-0.37099441,0.989,1,1.36E-11
Rbms3,3.18E-12,-0.37096697,1,1,7.40E-08
Ano3,6.04E-10,-0.367509092,0.861,0.945,1.41E-05
Ppfia2,1.19E-06,-0.367279943,0.957,0.963,0.02761726
Rps29,7.00E-24,-0.36605668,0.995,1,1.63E-19
Snhg11,2.31E-07,-0.365373662,0.973,0.982,0.005377005
Ndrg4,4.66E-13,-0.359274274,0.984,0.994,1.09E-08
Ccdc80,1.40E-14,-0.35790361,0.385,0.738,3.27E-10
Snap47,1.55E-09,-0.357815207,0.952,0.976,3.62E-05
Nyap2,2.05E-10,-0.35683271,0.759,0.89,4.77E-06
Apba1,4.80E-09,-0.355162624,0.952,0.97,0.000111874
Gpc5,8.10E-09,-0.354489794,0.476,0.701,0.000188661
Slc25a36,1.43E-10,-0.350223101,0.594,0.829,3.33E-06
Rgs3,7.85E-12,-0.349915849,0.936,0.976,1.83E-07
Tmeff2,9.88E-09,-0.348247043,0.93,0.97,0.000230083
Mapt,6.05E-12,-0.348226469,0.989,0.988,1.41E-07
Lpar3,1.83E-11,-0.345657786,0.497,0.78,4.27E-07
Mrgpra2b,5.16E-10,-0.344042389,0.171,0.47,1.20E-05
Nbea,9.54E-09,-0.343333858,0.754,0.848,0.000222064
Gpr149,1.90E-09,-0.342418756,0.85,0.933,4.43E-05
Dgkg,2.99E-10,-0.342302649,0.936,0.976,6.96E-06
Mpped2,7.47E-10,-0.341696884,0.968,0.976,1.74E-05
Plekha6,1.13E-09,-0.340137303,0.92,0.957,2.64E-05
Gm43376,7.06E-07,-0.338428029,0.465,0.646,0.016438834
Map2,4.58E-07,-0.337366742,0.925,0.945,0.010670331
Adgrl3,1.10E-07,-0.336365404,0.813,0.872,0.002569877
Trarg1,5.62E-10,-0.334602752,0.963,0.97,1.31E-05
Map2k4,1.73E-09,-0.334046493,0.93,0.957,4.03E-05
Ngb,1.96E-10,-0.333915026,0.722,0.86,4.56E-06
Cntnap5a,6.45E-07,-0.332207168,0.583,0.72,0.015022141
Prkce,9.67E-09,-0.332170194,0.947,0.963,0.000225281
Cnksr2,1.46E-08,-0.330718206,0.877,0.896,0.000340511
Peg3,1.45E-08,-0.327746884,0.973,0.994,0.000338346
Fhod3,1.34E-11,-0.324498092,0.69,0.878,3.12E-07
Kpna1,1.93E-07,-0.322715413,0.882,0.957,0.004489497
6330403K07Rik,2.64E-08,-0.318195917,0.979,0.97,0.000614906
Rabgap1l,1.77E-08,-0.317562868,0.941,0.988,0.000412671
Lig1,1.20E-06,-0.315102664,0.599,0.732,0.027991817
Cygb,8.48E-08,-0.312835232,0.973,0.963,0.00197482
Gpx4,1.54E-12,-0.312255607,1,1,3.59E-08
Gm19461,1.97E-10,-0.309756799,0.439,0.732,4.58E-06
Timp2,1.04E-11,-0.309184775,0.984,0.988,2.42E-07
Trappc2,5.70E-08,-0.3085642,0.872,0.927,0.001327297
Rps27,3.41E-14,-0.308508434,0.995,0.994,7.94E-10
Nalcn,1.51E-07,-0.308458272,0.77,0.854,0.003514176
Aff3,1.52E-06,-0.308429314,0.834,0.927,0.035417848
Jak1,2.58E-08,-0.308101443,0.984,1,0.000600365
Slc35a5,1.17E-08,-0.305407313,0.85,0.902,0.000272945
Enah,1.09E-08,-0.305228296,0.984,0.982,0.000254673
Ablim1,2.01E-07,-0.303515069,0.968,0.97,0.004679796
Atp2c1,5.81E-09,-0.300340893,0.925,0.963,0.000135398
A230057D06Rik,1.34E-06,-0.300219136,0.636,0.774,0.031267513
Gnao1,5.71E-08,-0.299336442,0.973,0.994,0.001329363
Fbxl17,1.83E-08,-0.298548138,0.829,0.915,0.000425811
Igf1r,1.89E-07,-0.295934351,0.941,0.939,0.004410207
Gnb4,1.69E-07,-0.295648607,0.599,0.817,0.003928321
Ogt,1.21E-07,-0.294117286,0.829,0.902,0.002823736
Rbfox1,1.15E-06,-0.294056294,0.952,0.982,0.026685021
Phox2b,1.73E-06,-0.292529962,0.968,0.994,0.040220617
Pkia,3.84E-07,-0.292518226,0.904,0.963,0.008935103
Ppp1r2,1.44E-11,-0.291867653,0.984,0.988,3.36E-07
Rprm,4.61E-07,-0.290896944,0.92,0.963,0.010738814
Ank2,1.59E-07,-0.290282132,0.989,1,0.003707181
Atp1b3,2.11E-10,-0.290049347,0.984,0.97,4.90E-06
Soga3,2.82E-10,-0.289808458,0.973,0.982,6.58E-06
Dpysl2,1.83E-08,-0.288653058,0.995,0.994,0.000427134
Upp2,1.48E-09,-0.28711686,0.658,0.805,3.46E-05
2900097C17Rik,6.62E-11,-0.286169105,0.995,0.988,1.54E-06
Zdhhc21,8.69E-09,-0.285376557,0.93,0.963,0.000202416
Etnk1,1.86E-07,-0.284970761,0.984,0.988,0.004323854
Gprasp1,5.01E-08,-0.284863141,0.957,0.994,0.001166879
Sgpp2,4.34E-09,-0.284522075,0.872,0.939,0.000101158
Eps15,3.53E-07,-0.283957748,0.941,0.945,0.008212695
Esr1,7.61E-07,-0.283025969,0.513,0.652,0.017728689
Tmed8,5.73E-07,-0.282465931,0.888,0.945,0.01334153
Ywhab,6.96E-11,-0.280441082,0.995,0.988,1.62E-06
Cox17,2.99E-09,-0.277598451,0.979,0.982,6.96E-05
Lars2,8.52E-07,-0.274950537,0.642,0.78,0.019842203
Elavl4,2.48E-08,-0.273212346,0.979,0.994,0.000577184
AW549877,1.11E-07,-0.270283767,0.84,0.921,0.002593827
Fam89a,7.06E-07,-0.265582028,0.973,0.982,0.016450524
Mtus1,3.82E-07,-0.265498379,0.775,0.884,0.008891378
C1ql2,1.72E-08,-0.264209057,0.31,0.555,0.00040047
Lrrtm2,1.99E-07,-0.263754183,0.642,0.793,0.004639397
Abcg1,1.55E-09,-0.261120422,0.54,0.738,3.61E-05
Pde4dip,3.77E-07,-0.260372287,0.914,0.933,0.008771665
Gramd1b,2.07E-06,-0.260082915,0.856,0.921,0.048093124
Setd7,5.16E-07,-0.259869319,0.813,0.878,0.012010274
Ap2a2,6.58E-07,-0.259724233,0.973,0.994,0.015329811
Nrn1,1.63E-06,-0.258841005,0.936,0.963,0.037904883
Il6st,6.13E-07,-0.256468363,0.904,0.902,0.014270988
Map4,4.89E-09,-0.25556003,0.989,0.976,0.000113778
Fsd1l,1.45E-06,-0.255386575,0.882,0.921,0.033761948
Chst15,2.90E-12,-0.25422168,0.193,0.537,6.75E-08
App,2.48E-09,-0.25415014,0.995,1,5.78E-05
Klhl9,2.84E-07,-0.253623076,0.845,0.884,0.00661358
Camta1,3.21E-07,-0.25307078,0.979,0.982,0.007467389
Ebf1,4.20E-09,-0.252785378,1,1,9.77E-05
Amer2,4.10E-08,-0.250443654,0.615,0.787,0.000955019
Stip1,1.20E-06,-0.249631331,0.904,0.957,0.027959595
Enpp5,1.44E-06,-0.247327509,0.775,0.854,0.033592636
Rps21,1.90E-09,-0.246107533,1,0.994,4.43E-05
Etl4,1.34E-06,-0.242645578,0.882,0.902,0.03124501
Pclo,9.68E-07,-0.242105135,0.968,0.976,0.022552937
Hecw1,1.09E-07,-0.241654487,0.936,0.957,0.002530531
Rnf44,2.70E-07,-0.238153175,0.652,0.756,0.006287804
Fnbp1,1.17E-06,-0.235787035,0.882,0.945,0.027187968
Itfg1,4.44E-08,-0.232083416,0.979,0.957,0.001032872
Nrg3os,1.50E-08,-0.231088388,0.38,0.61,0.000349605
L1cam,2.40E-07,-0.230389757,0.979,0.982,0.005578129
Nt5dc3,6.63E-08,-0.230323243,0.93,0.951,0.001544545
Kcnab2,1.64E-06,-0.227294661,0.979,0.963,0.038255982
Cd164,7.31E-07,-0.226204379,0.684,0.823,0.017028732
Frzb,1.95E-07,-0.224214268,0.412,0.64,0.004548433
Rpl37,2.21E-09,-0.223856386,0.995,1,5.14E-05
Rit2,2.74E-07,-0.22195659,0.995,0.988,0.006384933
Homer1,5.14E-07,-0.221896159,0.701,0.823,0.011959776
Bc1,1.71E-06,-0.218275788,0.289,0.512,0.039775693
Cilp,1.14E-06,-0.215092858,0.476,0.683,0.026520271
Slc5a3,1.72E-06,-0.20918441,0.492,0.701,0.040023927
Rps28,1.02E-07,-0.207779202,0.989,0.988,0.002386668
Gria2,6.94E-07,-0.204022656,0.465,0.707,0.016154132
Arl4d,1.52E-06,-0.201370859,0.369,0.585,0.035460898
Scn11a,1.32E-06,-0.200581465,0.936,0.909,0.030730083
St3gal5,3.61E-07,-0.195940803,0.364,0.61,0.008417103
Kif26a,1.00E-06,-0.179029739,0.401,0.604,0.023342098
Ptgdr,4.54E-07,-0.176145974,0.187,0.415,0.010578531
Slitrk2,9.29E-08,-0.173222677,0.369,0.622,0.002163734
Hmg20a,3.49E-07,-0.166761131,0.674,0.835,0.008131917
Gm20642,1.53E-07,-0.164251462,0.305,0.537,0.003571274
Ss18l1,4.16E-07,-0.138313428,0.166,0.384,0.009698156
Hnmt,1.65E-06,-0.132493592,0.15,0.348,0.03836468
Mfsd4b1,6.38E-08,0.109344686,0.289,0.061,0.00148518
Ccl21a,4.79E-07,0.109796103,0.187,0.018,0.011147847
Top1mt,1.32E-06,0.130228812,0.433,0.183,0.030807058
Rec114,1.21E-06,0.13575819,0.406,0.177,0.028200983
Parp3,1.94E-07,0.137207411,0.428,0.171,0.004516559
Wfdc17,5.09E-09,0.145329899,0.23,0.018,0.000118612
Cdkn3,7.83E-09,0.146165694,0.353,0.091,0.000182342
Syngr2,1.68E-06,0.149449034,0.476,0.232,0.039060888
Lgals3,7.27E-07,0.149705871,0.417,0.177,0.016933231
Rpl23,3.12E-07,0.163927227,1,1,0.007262542
Crybb3,1.54E-10,0.168618477,0.326,0.055,3.59E-06
Ier5l,3.08E-10,0.177073092,0.433,0.128,7.17E-06
Ebf4,4.89E-09,0.188304116,0.401,0.122,0.0001138
Rps27l,1.26E-06,0.188551965,0.973,0.982,0.029377268
Chchd2,4.78E-07,0.19109071,1,1,0.011130879
Tnfrsf1a,1.40E-06,0.202478751,0.679,0.421,0.03267497
Gabarap,6.41E-07,0.209380754,0.995,0.994,0.014919112
Rpl6,2.10E-06,0.210334923,0.984,0.988,0.048805984
Mvd,2.76E-07,0.211909603,0.84,0.622,0.006417924
Npm1,1.62E-06,0.212195612,0.984,0.982,0.037764463
Uqcrq,1.87E-06,0.212320429,0.995,0.994,0.043626889
Rpl27,8.99E-07,0.213789154,0.989,0.994,0.020924855
Rps14,9.59E-08,0.214238161,0.995,0.994,0.002232615
Map1lc3b,2.25E-07,0.215138444,0.979,1,0.005242847
Rps5,1.06E-06,0.216945996,0.989,1,0.024709437
Fstl1,3.12E-07,0.218421531,1,0.994,0.007262542
Bcl3,3.74E-09,0.223643964,0.642,0.317,8.71E-05
Sbno2,1.68E-07,0.225150067,0.882,0.707,0.003909037
Eef1a1,7.73E-08,0.22553342,0.995,1,0.001799434
Mpv17l2,8.85E-07,0.226773616,0.754,0.573,0.020599536
Arpc2,2.61E-08,0.226928026,0.952,0.976,0.000607185
Ppp1r14c,5.21E-08,0.226952901,0.561,0.28,0.001212883
Ddah1,3.95E-07,0.227113985,0.973,0.994,0.009199328
Bud31,1.10E-06,0.227858009,0.791,0.64,0.025641988
Tomm5,1.63E-07,0.231975434,0.984,0.982,0.003803461
Rhoc,2.41E-07,0.233664842,0.898,0.75,0.005618323
Vwa5a,1.55E-06,0.234289658,0.989,0.982,0.036207993
Hsp90ab1,1.09E-09,0.236596585,0.995,1,2.54E-05
Tmem234,1.42E-06,0.237976753,0.952,0.939,0.033038649
Tmem147,3.01E-07,0.238017837,0.936,0.909,0.007018897
Arhgef38,3.33E-08,0.240732851,0.348,0.104,0.000775836
Rps18,4.60E-08,0.241877954,0.989,0.988,0.001070883
Bex3,2.09E-08,0.24231196,0.995,0.988,0.000486969
Rpl28,5.24E-09,0.242721585,0.989,0.994,0.000121998
Bcl6,1.26E-12,0.24288255,0.615,0.244,2.94E-08
Ap2s1,1.45E-06,0.244205893,0.979,0.963,0.033799751
Rwdd1,3.24E-07,0.244355462,0.979,0.957,0.007548875
Rpl7,1.35E-06,0.24802332,0.989,0.976,0.031393752
A630023A22Rik,4.27E-14,0.248372139,0.412,0.061,9.95E-10
Rpl14,3.17E-07,0.248862477,0.995,0.988,0.0073852
Mrpl42,5.63E-08,0.249815355,0.957,0.872,0.001310348
Snf8,1.06E-07,0.249999468,0.936,0.902,0.002474332
Dynll1,4.93E-07,0.250309906,0.995,0.994,0.011472774
Snx10,2.38E-07,0.250420879,0.989,0.97,0.005531141
Eif5a,4.33E-07,0.251388358,0.979,0.963,0.010076187
Ube2k,1.56E-06,0.253924065,0.979,0.927,0.03635927
Rps17,5.09E-07,0.254146894,0.984,0.982,0.01185659
Shf,4.63E-10,0.254293041,0.524,0.207,1.08E-05
Eloc,1.93E-07,0.255239387,0.989,0.976,0.00449917
Rpl18,6.14E-08,0.256037842,0.979,0.976,0.001430936
Bex2,4.19E-07,0.256560137,0.995,1,0.009750502
Myocd,1.27E-06,0.257629553,0.476,0.238,0.029494543
Rps6,9.50E-08,0.258566895,0.984,0.957,0.002212504
Arhgdig,1.82E-07,0.259020221,0.995,0.982,0.004238711
Ranbp1,1.43E-06,0.259223914,0.979,0.933,0.033334047
Rps13,2.39E-08,0.259454682,0.989,0.976,0.000556558
Krtcap2,1.78E-08,0.260464167,0.968,0.939,0.000414906
Cox6a1,1.54E-06,0.260602904,1,1,0.035829576
Rbis,5.90E-09,0.262779232,0.93,0.823,0.000137361
Atp5l,4.97E-07,0.263686069,0.995,1,0.011567789
Rpl17,1.35E-09,0.265754963,0.989,0.988,3.13E-05
Eef1b2,4.61E-10,0.266377719,0.979,0.963,1.07E-05
Agtrap,5.56E-10,0.268122114,0.786,0.543,1.29E-05
Rplp0,2.43E-07,0.269429857,0.973,0.982,0.00565698
Nap1l1,5.69E-08,0.269436287,0.979,0.97,0.001325206
Rbx1,4.88E-08,0.269992126,0.995,0.988,0.00113643
Rps15,1.17E-06,0.270197506,1,0.988,0.027200585
Stmn2,5.37E-08,0.270408315,1,1,0.001249454
Timm10b,3.31E-07,0.271667164,0.963,0.97,0.007696736
Ube2d1,3.11E-08,0.275299338,0.968,0.951,0.000725285
Emc6,1.80E-08,0.275614631,0.963,0.909,0.000420257
Txn1,1.88E-07,0.275681805,0.995,0.988,0.004373431
Atp5h,1.70E-06,0.275874492,1,0.988,0.039595839
Pdcd5,5.06E-08,0.276212963,0.995,0.976,0.001177558
Card19,1.43E-06,0.276450127,0.824,0.665,0.03333635
Arl6ip4,7.92E-07,0.277526673,0.925,0.872,0.018452676
Rpl10a,5.98E-07,0.28128436,0.989,0.97,0.013934675
Atp5d,6.48E-07,0.281286935,0.995,0.982,0.015082237
Ndufb2,6.64E-07,0.281541125,0.989,0.976,0.015455448
Mrpl51,2.45E-08,0.281803562,0.989,0.951,0.00057005
Cnst,1.51E-08,0.282594186,0.845,0.677,0.000352538
Tspan2,4.08E-08,0.284053968,0.433,0.171,0.000949035
Ndufa13,1.30E-06,0.284204411,0.989,1,0.03025182
Ctnnbl1,6.96E-08,0.286968817,0.898,0.78,0.001620786
Btf3,2.22E-09,0.287085538,0.989,0.982,5.17E-05
Slc25a1,7.28E-10,0.287668864,0.952,0.939,1.70E-05
Pin4,7.26E-08,0.289427811,0.957,0.921,0.00169168
Ubac1,1.36E-06,0.291570146,0.936,0.878,0.031774612
Cda,3.59E-08,0.294403786,0.957,0.939,0.000836736
Taf10,1.36E-06,0.295306967,0.957,0.878,0.031786829
Cnbp,8.79E-10,0.297385606,0.989,0.939,2.05E-05
Mtus2,1.17E-11,0.30189163,0.561,0.232,2.73E-07
Tspan17,4.92E-09,0.304032742,0.979,0.982,0.000114496
Tmem176b,2.09E-07,0.305529908,0.995,1,0.004871259
Fam162a,1.63E-07,0.307887163,0.952,0.909,0.003786535
Sfr1,7.24E-09,0.30885205,0.979,0.933,0.000168532
Pmp22,4.38E-09,0.310786688,0.979,0.97,0.000102116
Tmem205,2.05E-08,0.311464959,0.872,0.72,0.000477778
Skp1a,2.32E-09,0.314574888,0.995,0.982,5.40E-05
Pomp,4.81E-08,0.31480254,0.995,0.982,0.001119677
Mrpl20,8.88E-09,0.315343966,0.989,0.976,0.000206779
Socs3,8.46E-09,0.315827978,0.866,0.604,0.000197055
Ctnnbip1,1.89E-08,0.317946726,0.957,0.927,0.0004404
Cyp26a1,6.17E-15,0.318030997,0.406,0.055,1.44E-10
Terf1,1.33E-08,0.320983868,0.957,0.951,0.00030898
Pgls,8.73E-09,0.321011666,0.984,0.933,0.000203378
Psenen,1.20E-07,0.32237609,0.963,0.945,0.00280236
Npdc1,4.80E-10,0.322805317,0.984,0.945,1.12E-05
Rpl29,2.36E-08,0.324131045,1,0.97,0.000549868
Tm2d1,2.14E-09,0.326360846,0.984,0.957,4.99E-05
Galnt9,7.95E-07,0.330013077,0.893,0.817,0.018507664
Laptm4b,9.25E-10,0.332326484,0.898,0.817,2.15E-05
Ywhah,1.13E-22,0.334359427,1,1,2.64E-18
Mif,3.83E-07,0.334429834,0.984,0.976,0.008922722
Atp5g1,7.29E-09,0.337486079,1,0.982,0.000169817
Atp6v0b,5.95E-07,0.338981945,0.989,0.982,0.013859688
Cox4i1,7.44E-12,0.340395418,0.995,0.994,1.73E-07
Rps2,5.70E-13,0.340984369,0.984,0.994,1.33E-08
Cox5b,1.06E-06,0.34260138,0.995,0.982,0.024643093
Bcl2,5.89E-08,0.346187569,0.717,0.488,0.001371426
Slc25a4,5.81E-12,0.346210582,1,1,1.35E-07
S100a10,2.33E-08,0.349549405,1,1,0.000543261
Kcng1,4.07E-07,0.351381885,0.856,0.701,0.009487416
Scd1,6.29E-08,0.357177327,0.989,0.976,0.001465202
Tubb2b,1.77E-07,0.359336224,0.984,0.982,0.004119569
Eif3k,1.81E-08,0.360063225,0.979,0.976,0.000420578
Tpt1,1.56E-22,0.361617709,1,1,3.64E-18
Id3,6.96E-07,0.368207083,0.749,0.47,0.016203643
Prph,2.82E-12,0.368846273,1,0.994,6.56E-08
Eif1,3.25E-17,0.371600586,1,1,7.56E-13
Ptpn1,1.19E-11,0.371808119,0.909,0.756,2.76E-07
Fbxo2,5.54E-09,0.372989787,0.989,0.963,0.000129117
Gapdh,1.14E-06,0.374105466,1,0.994,0.0264854
Gstm5,3.60E-07,0.378962794,0.947,0.884,0.008378117
Psma5,6.04E-10,0.38140346,0.947,0.878,1.41E-05
Nacc2,9.02E-13,0.384163334,0.995,0.963,2.10E-08
Ggt5,1.67E-14,0.3849805,0.551,0.159,3.89E-10
Cacna2d1,2.84E-11,0.385706575,0.989,0.945,6.62E-07
Flrt3,6.17E-10,0.390773345,0.925,0.817,1.44E-05
Serpinb6a,1.75E-12,0.391966175,0.989,0.988,4.08E-08
Anxa2,4.36E-08,0.395617183,0.989,0.994,0.001015059
Tceal9,1.29E-14,0.399833168,0.979,0.982,3.01E-10
Atp1b1,5.23E-07,0.400169581,0.973,0.982,0.012185414
Susd6,4.48E-10,0.401622788,0.936,0.902,1.04E-05
Clic1,6.47E-10,0.405636197,0.973,0.97,1.51E-05
Hs6st1,5.07E-13,0.408885928,0.963,0.951,1.18E-08
Gpx1,2.54E-11,0.410454481,0.984,0.976,5.90E-07
Tmem100,1.17E-07,0.411676229,0.968,0.939,0.00273053
Swi5,2.70E-11,0.411853696,0.989,0.97,6.28E-07
Uqcrb,1.32E-07,0.41516262,0.989,0.97,0.00308555
Ftl1,3.30E-12,0.415169874,0.989,0.982,7.68E-08
Myl12b,5.44E-08,0.417558755,0.989,0.982,0.001268013
Rhou,5.63E-12,0.418684034,0.882,0.671,1.31E-07
Cd24a,1.05E-07,0.421295669,0.979,0.97,0.002435037
Nectin3,3.62E-13,0.425087042,0.947,0.878,8.42E-09
Nptx2,1.10E-09,0.426352945,0.658,0.348,2.57E-05
Slk,5.57E-11,0.430260022,0.947,0.86,1.30E-06
Fxyd1,6.25E-07,0.431246271,0.62,0.409,0.014545728
Psma7,7.21E-10,0.438596889,0.984,0.982,1.68E-05
Cox5a,3.77E-12,0.441617076,1,0.994,8.79E-08
Lxn,8.01E-08,0.445109575,0.824,0.616,0.001865461
Cox6c,2.25E-15,0.44860283,1,1,5.23E-11
Crip1,1.50E-06,0.456112812,0.984,0.97,0.034984398
Ehd3,1.63E-12,0.461701168,0.968,0.933,3.80E-08
Prdx2,1.30E-09,0.462358202,0.995,0.982,3.02E-05
S100a11,3.07E-08,0.462902712,0.989,0.988,0.000715153
Rbm3,8.13E-14,0.484158569,0.963,0.945,1.89E-09
Psmb3,6.36E-09,0.495426518,0.968,0.933,0.000148071
Traf3ip3,9.70E-19,0.495872719,0.62,0.177,2.26E-14
Ugcg,3.87E-14,0.510852926,0.936,0.872,9.01E-10
Dusp26,1.80E-19,0.513810709,0.968,0.939,4.19E-15
Fdps,1.59E-12,0.522047611,0.995,0.957,3.71E-08
Fabp5,7.50E-10,0.523204325,0.995,0.994,1.75E-05
Nme2,2.05E-19,0.53290417,0.984,0.982,4.78E-15
Adcyap1,1.70E-11,0.53531701,0.995,0.97,3.96E-07
Camk2n1,2.99E-08,0.537110809,0.963,0.957,0.000697455
Kif22,6.88E-11,0.539130689,0.898,0.848,1.60E-06
Rgs2,3.51E-13,0.540914818,0.861,0.683,8.17E-09
Cd63,1.63E-12,0.545778356,0.973,0.896,3.80E-08
Sox11,6.98E-12,0.55075432,0.674,0.372,1.63E-07
Prr15,2.55E-25,0.553421707,0.615,0.091,5.95E-21
Emp3,3.05E-12,0.553495197,0.979,0.878,7.10E-08
Dbi,2.67E-08,0.565934519,0.989,0.982,0.000620645
Lix1,3.51E-10,0.578170298,0.925,0.805,8.17E-06
Arpc1b,3.67E-22,0.591307371,0.984,0.957,8.55E-18
Prr13,1.39E-22,0.597607386,0.995,0.97,3.23E-18
Bdnf,1.10E-16,0.603756267,0.968,0.896,2.55E-12
Vgf,4.79E-16,0.640173236,0.861,0.591,1.12E-11
Susd2,2.73E-22,0.64940003,0.979,0.884,6.36E-18
Vim,7.36E-17,0.718716411,0.957,0.86,1.71E-12
Lgals1,1.95E-13,0.744258327,0.995,0.988,4.53E-09
Tifa,6.15E-25,0.792385619,0.866,0.482,1.43E-20
Cdkn1a,1.77E-19,0.880395107,0.786,0.439,4.13E-15
Arxes1,4.96E-22,0.883557198,0.642,0.207,1.16E-17
Cst3,1.04E-13,0.894921269,0.995,0.976,2.42E-09
Ifi27l2a,2.88E-07,0.938288714,0.963,0.896,0.00670504
Arxes2,2.49E-22,1.073802499,0.872,0.713,5.79E-18
Serpina3n,3.98E-31,1.082101806,0.984,0.957,9.26E-27
Phlda1,5.34E-29,1.204243526,0.957,0.787,1.24E-24
Rgs6,2.78E-13,1.227128605,0.845,0.652,6.48E-09
Calca,7.45E-10,1.325301586,0.888,0.872,1.73E-05
Npy1r,3.13E-31,1.429031804,0.866,0.427,7.30E-27
Fxyd7,3.38E-20,1.792661623,0.872,0.726,7.87E-16
Dok6,2.22E-06,-0.232141986,0.711,0.841,0.051777164
Eya1,2.29E-06,-0.256541997,0.733,0.884,0.053301794
Btg3,2.29E-06,0.248347653,0.909,0.835,0.053340686
Mettl22,2.29E-06,0.181692624,0.599,0.348,0.053416738
Map1b,2.34E-06,0.244448372,1,1,0.054435017
Actr2,2.36E-06,-0.231490144,0.952,0.982,0.054976928
Sumo2,2.41E-06,0.198078464,0.984,0.988,0.056152234
Rps6ka5,2.51E-06,0.221075929,0.631,0.409,0.058457499
Rian,2.53E-06,-0.223549061,0.984,0.976,0.058825267
Tmem176a,2.53E-06,0.250552987,1,0.994,0.058830634
